left_genes,left_loadings,right_genes,right_loadings
AT3G02640,-0.010007016397227505,AT3G01135,0.0005020016563327468
AT3G03960,-0.009136461758482144,AT3G01165,0.0008016168479697416
AT3G04290,-0.009507278325952759,AT3G01319,0.0002376339327241782
AT3G04520,-0.008958755314444282,AT3G01365,0.00012764490918078835
AT3G04910,-0.009411102293431785,AT3G01485,0.0005502948084401547
AT3G04940,-0.010024567090716245,AT3G01505,0.0009152205103798329
AT3G05020,-0.009566736220932247,AT3G01545,0.0009718913755171208
AT3G05345,-0.009090625929203067,AT3G01555,0.0005064493270944126
AT3G05570,-0.008959412131009531,AT3G01905,0.00046224874799102205
AT3G05760,-0.009092822391406807,AT3G01950,0.0006565562552686038
AT3G05900,-0.009413908042762372,AT3G01965,0.000128541341186488
AT3G05910,-0.008974457905979635,AT3G02010,0.0001648135911656368
AT3G06130,-0.009622814930859059,AT3G02095,0.000344292833333915
AT3G06300,-0.00921221175560798,AT3G02105,0.0007147204557502147
AT3G06650,-0.00899418046452501,AT3G02215,0.0009564395383661737
AT3G06680,-0.009674290943323284,AT3G02255,0.0002498122831151295
AT3G06740,-0.009050767553364968,AT3G02275,0.00038319454988568186
AT3G07050,-0.009611609190264594,AT3G02325,0.00018885217116028846
AT3G07320,-0.009413309657731978,AT3G02705,0.010183364495241475
AT3G07460,-0.008976804015059549,AT3G02765,0.00034795250325584716
AT3G08520,-0.009368645868167194,AT3G02825,0.000209924334964068
AT3G08680,-0.00927300242701074,AT3G02910,0.006443186454539813
AT3G08770,-0.009656563540377302,AT3G03035,0.0003881195237625819
AT3G09260,-0.011362474886422818,AT3G03045,0.00017846392233090725
AT3G09410,-0.00921494332335117,AT3G03075,0.00028467654935914345
AT3G10060,-0.009060734731770494,AT3G03215,0.0005919657346228325
AT3G10260,-0.009566819280073776,AT3G03385,0.0006584435603958071
AT3G10520,-0.008973617925957834,AT3G03935,0.0001269833044202007
AT3G10720,-0.009113476284159119,AT3G04185,0.00027547630518167
AT3G10740,-0.009062069027702239,AT3G04615,0.0004823592304566795
AT3G11500,-0.009492704357624277,AT3G04685,0.0006894704766746828
AT3G11560,-0.009006322338444412,AT3G04715,0.00012866737092658308
AT3G11730,-0.008956096091684011,AT3G04825,0.0005680746100412189
AT3G11945,-0.009009217155750263,AT3G05075,0.00038069810777354595
AT3G12610,-0.009414967035112793,AT3G05145,0.00026465685418567255
AT3G12700,-0.00923674435722369,AT3G05300,0.00023965993171842036
AT3G12710,-0.009128750782236928,AT3G05455,0.00018635047300944553
AT3G12930,-0.009109008377559959,AT3G06280,0.0001409082763638594
AT3G13235,-0.009190486313599089,AT3G06325,0.00024096568062458736
AT3G13450,-0.009356703196132353,AT3G07045,0.0018366721816909669
AT3G13510,-0.009307293911194647,AT3G07315,0.00035484055708070864
AT3G13690,-0.009187362896171534,AT3G07365,0.003638897639245569
AT3G13750,-0.008962011983106586,AT3G07375,0.000582074598360069
AT3G14150,-0.009052871727060012,AT3G07625,0.00018337987333124123
AT3G14220,-0.008980120590356397,AT3G07785,0.0006815978311778732
AT3G14240,-0.008993604875752678,AT3G07795,0.00033802360275346163
AT3G14310,-0.009519592583975304,AT3G07805,0.00036292589165914496
AT3G14350,-0.009378874667826557,AT3G07835,0.00032898979779526346
AT3G14840,-0.009334856778797213,AT3G07885,0.0008776097977535123
AT3G15160,-0.008994932868276245,AT3G08235,0.00036121142145735394
AT3G15450,-0.009149530615843891,AT3G08350,0.00044879615395024736
AT3G15680,-0.008980047970938668,AT3G08475,0.0004862788983246736
AT3G15950,-0.010802428853930826,AT3G08605,0.0006503961668877338
AT3G16100,-0.00922095826779668,AT3G08665,0.0013869442188434392
AT3G16180,-0.009002224178456779,AT3G08705,0.0005016607318592216
AT3G16370,-0.009783171892714422,AT3G08750,0.00025534902689262076
AT3G16400,-0.010652903510670214,AT3G08975,0.00017468263981742344
AT3G16420,-0.010672499165638812,AT3G09655,0.00022004209472898637
AT3G16430,-0.008976340040158487,AT3G09685,0.0006523779872339123
AT3G16450,-0.010479698850139064,AT3G09750,0.00027719933759043857
AT3G16460,-0.010724526716914713,AT3G09875,0.0015258772629612308
AT3G16470,-0.0115582938242095,AT3G09905,0.006068140967941221
AT3G16850,-0.009122853784192997,AT3G09995,0.00022896247122155863
AT3G16920,-0.009327331203811278,AT3G10015,0.0002712108575220925
AT3G16950,-0.00977935898968033,AT3G10400,0.0006374130033308876
AT3G17160,-0.009526936786415653,AT3G10455,0.00024362298613388392
AT3G17170,-0.009056767472781955,AT3G10815,0.007923547982869112
AT3G17300,-0.009095258664823294,AT3G12030,0.0019437229178920032
AT3G17840,-0.009172120663593656,AT3G12400,0.0009777898169657287
AT3G18000,-0.010262818447879676,AT3G13075,0.0002488899999713543
AT3G18080,-0.00935990677080686,AT3G13080,0.0032499575018969788
AT3G18280,-0.009728735804644966,AT3G13090,0.004462798779056574
AT3G18890,-0.009326106342061392,AT3G13100,0.008372588164079623
AT3G19370,-0.008960804380871597,AT3G13432,0.004741668558235649
AT3G19400,-0.009168654450152821,AT3G13433,0.011206545117217609
AT3G19710,-0.009947241212721036,AT3G13610,0.004340664565866295
AT3G19820,-0.00985210604316093,AT3G14340,0.001171208319185264
AT3G20050,-0.008983812125136189,AT3G14475,0.00020808847093911238
AT3G20370,-0.009662726593938286,AT3G14981,0.00023979872445619935
AT3G20570,-0.009489154342548647,AT3G15910,0.00014696457884023974
AT3G20670,-0.009410873680168939,AT3G17203,0.00023634793797632048
AT3G20790,-0.0093690897325355,AT3G17320,0.00021434051546745457
AT3G21190,-0.009025952176508976,AT3G17620,0.0002355973303808936
AT3G21260,-0.008995717899341008,AT3G18780,0.004809815772920862
AT3G21770,-0.010555867667880161,AT3G19274,0.0001694500076638009
AT3G22190,-0.009019056849548212,AT3G19610,0.00019011438809406124
AT3G22200,-0.00912827926383484,AT3G21371,0.00013003275867681384
AT3G22240,-0.00926264331395224,AT3G21405,0.0001488240031631914
AT3G22620,-0.009590658150607325,AT3G21760,0.0027917430397957728
AT3G23050,-0.009900216367080744,AT3G22183,0.0005208949277420212
AT3G23080,-0.009303141650443466,AT3G22490,0.0003307044436598721
AT3G23430,-0.010251498453782624,AT3G22492,0.000600633708800954
AT3G23530,-0.009100761227526104,AT3G22500,0.00038782229312926735
AT3G23640,-0.009648652764565398,AT3G22510,0.00028897686189929497
AT3G23730,-0.010248196982017201,AT3G22530,0.0021549374677136625
AT3G23830,-0.009728691790464122,AT3G23450,0.0007462025514944825
AT3G23940,-0.009191625256672236,AT3G24220,0.00044349594974567427
AT3G23990,-0.009108362389981615,AT3G25160,0.00027574631938586053
AT3G25150,-0.00903267648923966,AT3G26150,0.0002180559483465603
AT3G25540,-0.008956196321652145,AT3G26820,0.0007904331712137633
AT3G25710,-0.009000394113822384,AT3G26830,0.008166621037651362
AT3G25717,-0.010046982863451145,AT3G26880,0.00014754901406504638
AT3G25860,-0.009009009832461197,AT3G27830,0.006961820688058568
AT3G25980,-0.009285948350686843,AT3G27850,0.005837303696496954
AT3G26720,-0.00939191905750039,AT3G29260,0.00047637417924237333
AT3G27890,-0.009193925016330406,AT3G29642,0.0002815594703590254
AT3G28860,-0.009408139706371247,AT3G30360,0.00012818447958971757
AT3G29185,-0.009249919931028876,AT3G32043,0.00015844045179447827
AT3G29320,-0.009781816260748987,AT3G32990,0.00021875923615543777
AT3G29350,-0.009790200140562507,AT3G33000,0.0007988753790815022
AT3G30300,-0.00907339073915018,AT3G33002,0.0003505932581062667
AT3G32980,-0.011100455046408879,AT3G33004,0.00032439760474990985
AT3G43720,-0.009643225015753557,AT3G41761,0.0006826880321575822
AT3G43800,-0.009989852328019973,AT3G42047,0.00015934151636016618
AT3G45160,-0.009723910686796362,AT3G42075,0.00020272978052032325
AT3G45310,-0.009607534012517346,AT3G42305,0.00017576921830264998
AT3G45850,-0.009223524699394987,AT3G43250,0.005264625178884858
AT3G46210,-0.009120895085863641,AT3G43505,0.00020281792408939322
AT3G46540,-0.009101458912372015,AT3G44435,0.0007212549284658299
AT3G47800,-0.009013023681143874,AT3G44920,0.00018657241084936473
AT3G47860,-0.009311405576748501,AT3G44930,0.0002153120892293763
AT3G48350,-0.009048022452375902,AT3G45140,0.007425949421560742
AT3G48530,-0.00912309957072415,AT3G45910,0.00015057184621188413
AT3G48870,-0.010031033186604608,AT3G46230,0.0014431107054068764
AT3G49220,-0.009442270680262292,AT3G46520,0.0025199205322485835
AT3G49680,-0.009443761743327658,AT3G48270,0.0006367785167782465
AT3G50630,-0.008977522770948428,AT3G48320,0.0011180186538124082
AT3G51270,-0.009135945587548717,AT3G49450,0.00015753248321700563
AT3G51720,-0.009104472461688244,AT3G49520,0.00024085305374258947
AT3G51950,-0.009685804263098672,AT3G49668,0.0005085017776326806
AT3G52630,-0.00898709405966884,AT3G50930,0.0013134522926791143
AT3G52750,-0.009260202196722021,AT3G51200,0.00016373280074001825
AT3G52840,-0.009557481704244721,AT3G51690,0.00016024451934012216
AT3G52870,-0.009667570149492315,AT3G52000,0.00014763188129900405
AT3G52900,-0.010088578985733475,AT3G52020,0.0004880599779561397
AT3G52920,-0.009212044859167918,AT3G52070,0.001438462074008284
AT3G52940,-0.009072831522555641,AT3G52080,0.00016054048491794147
AT3G53190,-0.009707642116082648,AT3G52430,0.006639849177328257
AT3G53900,-0.00903233814827238,AT3G52590,0.003238418315608932
AT3G53980,-0.010256617022939668,AT3G53305,0.0001606128938273344
AT3G54260,-0.009416673888832126,AT3G53750,0.00026764436322695783
AT3G54400,-0.010534277197463533,AT3G54630,0.00030378911399031393
AT3G54560,-0.009815531433516675,AT3G57700,0.0005883927353049211
AT3G54600,-0.009623356808798228,AT3G57950,0.005950819016528054
AT3G54880,-0.009175465731787489,AT3G59960,0.0001826758680642366
AT3G54920,-0.009639757766227558,AT3G60238,0.000316193338745133
AT3G55120,-0.009074199211427,AT3G60565,0.0001293771434411034
AT3G55830,-0.00934219319845208,AT3G60760,0.00019567121325365875
AT3G55920,-0.009253877972933403,AT3G60975,0.00017620276323028876
AT3G56130,-0.009501197246300247,AT3G61040,0.0007183413736255585
AT3G56160,-0.00995618923755843,AT3G61390,0.0035167599370080887
AT3G56370,-0.009344767264805275,AT3G62250,0.0025738588320329426
AT3G56480,-0.009860875701075973,AT3G62695,0.00036761231333639206
AT3G57000,-0.00911179028532708,AT3G63040,0.0003158514484146938
AT3G57050,-0.00909565004702728,AT4G01250,0.007112157399577138
AT3G58120,-0.009718823752315957,AT4G01575,0.0005243371427963033
AT3G59760,-0.009372125746154864,AT4G02720,0.00041277458606155874
AT3G59780,-0.009146970537224245,AT4G02890,0.009706436561102474
AT3G60130,-0.009344901174127628,AT4G03360,0.0001249859050991645
AT3G60530,-0.009089628028749307,AT4G03675,0.0002412091997886761
AT3G60810,-0.009137075441287406,AT4G03955,0.00037764624265930317
AT3G61430,-0.009070845374489869,AT4G03985,0.0016504912942336243
AT3G61990,-0.009235003102161365,AT4G04275,0.0002836958087891564
AT3G62040,-0.009925884065233911,AT4G04285,0.00032890281518052064
AT3G62370,-0.008974755257741416,AT4G04335,0.0004097264261170315
AT3G63120,-0.009336298678556218,AT4G04515,0.00018410581749709473
AT3G63190,-0.00895595218517184,AT4G04800,0.0012634880017463087
AT3G63200,-0.010154263447413998,AT4G04840,0.0010316166123111945
AT3G63210,-0.009678310791097032,AT4G05005,0.0002170159293446783
AT4G00360,-0.009645743937926951,AT4G05050,0.009463802569913377
AT4G00370,-0.009067460691978328,AT4G05065,0.0007887335317505107
AT4G00400,-0.009444823270986818,AT4G05320,0.010781029242560726
AT4G01330,-0.009209081045912264,AT4G05550,0.0001443591527362565
AT4G01450,-0.009180137806916375,AT4G05660,0.00013165071567400942
AT4G01480,-0.009338234018667553,AT4G05935,0.00016606240192126794
AT4G01900,-0.009429870131882567,AT4G06415,0.00030205974052233955
AT4G02120,-0.009322817031990213,AT4G06665,0.003775281897444768
AT4G02290,-0.009251514829955152,AT4G06675,0.00012454499115793557
AT4G02450,-0.009092636356351626,AT4G06745,0.0006378198065957661
AT4G02610,-0.009012964320056133,AT4G06785,0.00018721889814498374
AT4G02715,-0.009394332474074051,AT4G06855,0.0001567409204109198
AT4G02860,-0.009098769412694337,AT4G06870,0.0005571529632319145
AT4G03190,-0.009381033604176706,AT4G06965,0.00014795398007187412
AT4G03210,-0.010489065198114943,AT4G07030,0.00016639599913305698
AT4G04040,-0.00905783761692451,AT4G07285,0.0010429054243402867
AT4G06701,-0.009266505037903432,AT4G07522,0.00014831088942553756
AT4G08520,-0.009038599906193424,AT4G07895,0.000349496094483595
AT4G08685,-0.009656888733725515,AT4G08015,0.00038849965545407
AT4G08690,-0.009293552290621343,AT4G08055,0.0003539514166246426
AT4G09010,-0.00910584431927498,AT4G08425,0.0006399272954793381
AT4G11211,-0.010168597562152886,AT4G08710,0.0002046350043097107
AT4G11320,-0.010975864161668188,AT4G08775,0.0001494722427678198
AT4G11650,-0.009142858903650075,AT4G08795,0.0005459354891190581
AT4G11820,-0.009138330839424235,AT4G09225,0.0004316159851740243
AT4G12420,-0.01015034558749117,AT4G09584,0.00014719084659638867
AT4G12730,-0.009176200506507769,AT4G09585,0.00012779884666248915
AT4G12880,-0.009542705897662162,AT4G09610,0.00035237712692956806
AT4G13050,-0.00902202815484571,AT4G09685,0.0010104551069881396
AT4G13360,-0.009106041919521442,AT4G09715,0.0008744831367630937
AT4G13850,-0.009107392506209391,AT4G09815,0.0010723258759315498
AT4G14040,-0.00905935387449349,AT4G09885,0.00015129764151725124
AT4G14130,-0.009429918775948438,AT4G09975,0.0012436327854963604
AT4G14500,-0.008982682765485979,AT4G10490,0.000220392174824774
AT4G14570,-0.009067532653165905,AT4G11360,0.004191865821304738
AT4G15560,-0.009573559395093164,AT4G11370,0.008541171834345024
AT4G15760,-0.009300297970534383,AT4G12135,0.00021563297857979876
AT4G15790,-0.009115692644689968,AT4G12210,0.00021521498307416084
AT4G15920,-0.009379929322185855,AT4G12495,0.0016223252258217558
AT4G16140,-0.009176971389007955,AT4G12720,0.006367282407608801
AT4G16141,-0.009024782616653314,AT4G13320,0.0005461302084213092
AT4G16155,-0.009743468557112306,AT4G13340,0.0007118933918345467
AT4G17050,-0.009746579279077948,AT4G13510,0.0013873275180535292
AT4G17190,-0.00961177358568835,AT4G13920,0.0012790742454030844
AT4G17300,-0.008972785363137097,AT4G14358,0.0004301146353642999
AT4G17460,-0.009593317667777441,AT4G14710,0.004613759070926738
AT4G18020,-0.008974929919870436,AT4G14716,0.004465844928377838
AT4G18030,-0.009080390879156342,AT4G14890,0.003108839639029247
AT4G18070,-0.008972942882579405,AT4G15025,0.0002535327520041401
AT4G18120,-0.008971420707800168,AT4G16024,0.0001676837089948332
AT4G18460,-0.009021028982093239,AT4G16040,0.00015763260117367564
AT4G19160,-0.009374040092193326,AT4G16195,0.00018525586342696865
AT4G19410,-0.009182932342326203,AT4G18620,0.00035614520584526497
AT4G19840,-0.009090678470502784,AT4G18660,0.0002762929917168116
AT4G20130,-0.009344525610246198,AT4G18680,0.00038550389785822726
AT4G20270,-0.009085914471641109,AT4G18920,0.00016318833328458551
AT4G20362,-0.01079420216490936,AT4G18960,0.005616386184367895
AT4G21910,-0.009350247317300471,AT4G20290,0.0007964973730176601
AT4G22000,-0.008983375166771003,AT4G20360,0.0017815550150715317
AT4G22010,-0.010259128172449804,AT4G20420,0.0003115690787530862
AT4G22130,-0.009381669350830296,AT4G21830,0.003116308332533245
AT4G22300,-0.009031103441614452,AT4G21840,0.009731203947574903
AT4G22540,-0.009281961612628543,AT4G21850,0.002107736110134198
AT4G22570,-0.010038518356069148,AT4G21860,0.0008466266888684979
AT4G23400,-0.009337406624568683,AT4G22030,0.0029924809407514442
AT4G23430,-0.00909070316283221,AT4G22100,0.0005937110141822999
AT4G23500,-0.008979966918845306,AT4G22285,0.0004902500027796546
AT4G23670,-0.009613276858584211,AT4G22467,0.007053791272342132
AT4G23680,-0.009838228149835081,AT4G22470,0.005535180631299751
AT4G23800,-0.011002538506036358,AT4G22520,0.0006448495018440487
AT4G23820,-0.009275292587676053,AT4G23550,0.001039457813977917
AT4G24060,-0.009078179212289775,AT4G24715,0.00048027150823026885
AT4G24780,-0.009445197021770949,AT4G25200,0.00013652201526618537
AT4G24940,-0.009010417506901906,AT4G25585,0.0002646063859120261
AT4G25970,-0.008966813565086338,AT4G26090,0.0006062784400684534
AT4G26300,-0.009103993338162142,AT4G26290,0.0003816713679329601
AT4G26540,-0.009306342234826846,AT4G26490,0.0008742106053610205
AT4G26555,-0.009402702058174131,AT4G26542,0.0011002216815437992
AT4G26760,-0.00957776252250743,AT4G26740,0.00024113749011687446
AT4G26900,-0.009218266610747882,AT4G28160,0.0003159580592525929
AT4G27180,-0.00943718915661751,AT4G28652,0.001118702577725202
AT4G27260,-0.009010348294071031,AT4G29460,0.00015502163513797992
AT4G27440,-0.009349337731056536,AT4G29658,0.00041055300362307116
AT4G27710,-0.009095743729051644,AT4G30097,0.00028282879253314013
AT4G27740,-0.009004070764607965,AT4G32020,0.0028760851917355025
AT4G27860,-0.009713946058009598,AT4G32260,0.0015306616817957388
AT4G28030,-0.009139522309797915,AT4G32580,0.0002464413541727592
AT4G28250,-0.00966168270703236,AT4G34080,0.0004935271893004793
AT4G28360,-0.009404334237045661,AT4G34440,0.0003840710716291802
AT4G28706,-0.009701519078836457,AT4G35150,0.00022133031931160016
AT4G29020,-0.010156241893834838,AT4G35610,0.00013296572544024875
AT4G29080,-0.009925666573616683,AT4G38250,0.001967364090601397
AT4G29220,-0.009359123311751524,AT4G38552,0.00036260572140379407
AT4G29270,-0.009365035754005295,AT4G39030,0.007583818840660025
AT4G29430,-0.009012163602343894,AT4G39260,0.002529000137911189
AT4G29520,-0.009017727726948593,AT4G39610,0.00024124876075592246
AT4G29905,-0.009634557673725641,AT4G40020,0.0009239438261159808
AT4G30020,-0.009407395820270338,AT4G40063,0.0003066835399607552
AT4G30140,-0.009249135168712563,AT5G00785,0.00040027679376522084
AT4G30170,-0.009123658819876776,AT5G00820,0.0001282091208919574
AT4G30220,-0.00924399559361265,AT5G00860,0.000200710946094462
AT4G30270,-0.00928889083851257,AT5G00870,0.0008027415972135991
AT4G30330,-0.009325058135678825,AT5G00880,0.0009788007140687088
AT4G30610,-0.009151970041582441,AT5G00920,0.0007224689912339642
AT4G30620,-0.009693157453859276,AT5G00940,0.00014530309651218778
AT4G30660,-0.00939848016591053,AT5G01095,0.0007011137116689922
AT4G30690,-0.009139471094297717,AT5G01255,0.001261311390858783
AT4G30810,-0.009391996690758504,AT5G01295,0.0003471997403931314
AT4G31040,-0.009412590161792432,AT5G01315,0.0007012865209781709
AT4G31310,-0.009202435422808386,AT5G01375,0.000416256684534712
AT4G31840,-0.009687441580564003,AT5G01435,0.0006852297780896759
AT4G32570,-0.009898629906140384,AT5G01535,0.0003635436960237387
AT4G32720,-0.009186155666326093,AT5G01645,0.000909053836763084
AT4G32900,-0.008971130860841123,AT5G01680,0.0006151559072211068
AT4G32915,-0.0092520492631887,AT5G01815,0.000522848187810018
AT4G33220,-0.009623638884960872,AT5G01835,0.0023566836202879773
AT4G33360,-0.009022112638252575,AT5G01885,0.00017528697752178872
AT4G33420,-0.009049029984062545,AT5G01895,0.00042120774507743827
AT4G33520,-0.009082100010954032,AT5G02085,0.00231495040092858
AT4G33580,-0.009322575973318445,AT5G02105,0.00043208408260996754
AT4G33625,-0.009075052511286794,AT5G02195,0.00017440034405100777
AT4G33630,-0.009215802510989343,AT5G02555,0.0005612589148047439
AT4G34000,-0.009057334851214908,AT5G02695,0.0007993932898600959
AT4G34030,-0.009049582500638698,AT5G02715,0.00012517257996511142
AT4G34138,-0.009006319835587638,AT5G02755,0.0004849935060498491
AT4G34160,-0.009085698072465398,AT5G03185,0.002353650565655975
AT4G34260,-0.00899904462628422,AT5G03215,0.0001447544646948757
AT4G34555,-0.009326271310607766,AT5G03240,0.005562588475294537
AT4G34640,-0.009422545977873654,AT5G03245,0.0012706849709675904
AT4G35020,-0.009087347537922745,AT5G03375,0.0004476403221497833
AT4G35350,-0.009605805035439445,AT5G03635,0.0006480291633843414
AT4G35570,-0.009464075749711557,AT5G03835,0.00029280447008572173
AT4G35850,-0.00915116807600957,AT5G03840,0.0007025908768146323
AT4G35920,-0.009166536325294135,AT5G03858,0.0006659197991180698
AT4G35950,-0.009434372830372472,AT5G03965,0.00016672519595185687
AT4G36250,-0.009484863496171133,AT5G04010,0.00014957567480151766
AT4G36360,-0.009229065987343781,AT5G04030,0.00013262510760193248
AT4G36410,-0.009942304676234616,AT5G04175,0.0003983256289155931
AT4G36730,-0.009058971596751472,AT5G04238,0.00028022075940362627
AT4G36920,-0.008973381768651123,AT5G04347,0.00021752714810417955
AT4G37410,-0.010725123750176898,AT5G04500,0.0004385518178172808
AT4G37520,-0.009807819702887487,AT5G04635,0.00013965351267517496
AT4G37550,-0.008972817693654576,AT5G04790,0.00024896743346978714
AT4G37750,-0.009196955496602347,AT5G05585,0.00012900534280752595
AT4G37800,-0.010034611364167072,AT5G05995,0.005479672109132984
AT4G37870,-0.009362781746758404,AT5G06043,0.0006958205560378434
AT4G38430,-0.00911092701264279,AT5G06245,0.00028610135568527423
AT4G38660,-0.00951425541923239,AT5G06285,0.00045726023152283093
AT4G39120,-0.009848169637520655,AT5G06395,0.0015924956824842347
AT4G39280,-0.009175313562997054,AT5G06505,0.0008793877596328351
AT4G39330,-0.010300588465543324,AT5G06885,0.0002609402626323941
AT4G39540,-0.009275507435622879,AT5G07025,0.0003690808649773762
AT4G39900,-0.00939138200792488,AT5G07275,0.0002814377129429348
AT4G39940,-0.009992515706480493,AT5G07480,0.0002215974886382798
AT4G40060,-0.00961134663076693,AT5G07815,0.0003138401532871861
AT5G01240,-0.009615562877929642,AT5G07985,0.0009094611830801951
AT5G01870,-0.009270167041388161,AT5G08175,0.0005576456499485861
AT5G03160,-0.00921689737173479,AT5G08275,0.005495783486046373
AT5G03650,-0.009131686674212637,AT5G08590,0.0006583422655090733
AT5G03760,-0.0094986957511882,AT5G08615,0.0005676529901642361
AT5G03940,-0.009411407998621587,AT5G08835,0.0004271195895179758
AT5G04260,-0.009136186631055034,AT5G08870,0.00039071398907526434
AT5G04870,-0.009814461421418706,AT5G08920,0.0014011472391242303
AT5G04950,-0.008967827329739955,AT5G08955,0.00018921230678998552
AT5G05470,-0.009113460955870607,AT5G08980,0.0005829438254873622
AT5G05610,-0.00904405896993764,AT5G09030,0.0005920520435353993
AT5G06390,-0.009370138632201633,AT5G09150,0.0002886573159843556
AT5G07030,-0.010702714410414472,AT5G09155,0.0011397691235870578
AT5G07460,-0.009330489398429075,AT5G09165,0.00014391084127107087
AT5G07580,-0.010020798283049382,AT5G09285,0.0004658707949808339
AT5G08260,-0.009239002242584862,AT5G09445,0.001044666278046653
AT5G08370,-0.00940690653783018,AT5G09565,0.00012576109871646112
AT5G09220,-0.010717406413839429,AT5G09685,0.0005943942518645513
AT5G09460,-0.009226300200987504,AT5G09810,0.008331497078346052
AT5G09960,-0.009105899330112879,AT5G09845,0.0005043319250654901
AT5G09995,-0.009416072285523438,AT5G09855,0.0007781894922705151
AT5G10160,-0.009292809001253717,AT5G10000,0.0004304381617357424
AT5G10170,-0.009801155320080919,AT5G10500,0.00012825724874066105
AT5G10180,-0.00972785479673358,AT5G10970,0.0004999139309015053
AT5G10460,-0.009066208964556404,AT5G11050,0.0002529084005394082
AT5G10480,-0.010029674806659391,AT5G13320,0.009799253452458481
AT5G10560,-0.009156245340953304,AT5G13655,0.0002110391357144099
AT5G11790,-0.009141309170413593,AT5G14275,0.00030478519922976405
AT5G12150,-0.009600483684329527,AT5G15040,0.00013973508790466487
AT5G12200,-0.009368563341123893,AT5G15770,0.0007980179875940571
AT5G13140,-0.009591745406920153,AT5G16080,0.0010975118481191364
AT5G13260,-0.009041190071223832,AT5G16460,0.00031821539741529593
AT5G13710,-0.009518155171037249,AT5G17280,0.0030513463896667623
AT5G13840,-0.009431479266999073,AT5G17305,0.00015960559060776324
AT5G13980,-0.010005427233000028,AT5G17760,0.0016366687543899294
AT5G14060,-0.009485835758423615,AT5G18450,0.00041050784772546047
AT5G14200,-0.010553706503286209,AT5G19595,0.0001909626327569825
AT5G15230,-0.009856819885179384,AT5G20340,0.00012497809509591295
AT5G15530,-0.00965598283045553,AT5G20370,0.00014348471695982344
AT5G16030,-0.009630544932134848,AT5G20390,0.00012867372639427632
AT5G16070,-0.0093145530469997,AT5G20460,0.00016124923777993986
AT5G16250,-0.01014519114141624,AT5G20620,0.0017400938775347379
AT5G16290,-0.009281489907950866,AT5G22470,0.0001586740536592961
AT5G16590,-0.009084646470109585,AT5G22600,0.000126597077431127
AT5G16870,-0.009350286353268487,AT5G23411,0.00025631013187077433
AT5G17160,-0.009259577456072613,AT5G24950,0.00044460751115814865
AT5G17330,-0.009204134365478766,AT5G25425,0.00016180006445782677
AT5G17530,-0.009022724799574913,AT5G25430,0.00018509695241079738
AT5G18100,-0.009456718691870926,AT5G26050,0.0001820727936502176
AT5G18170,-0.009082811110414804,AT5G26100,0.00020555314213450398
AT5G18460,-0.009170469708748167,AT5G26680,0.00033733973259391883
AT5G18500,-0.009344057316263364,AT5G26690,0.00928316714606302
AT5G18590,-0.009056125155098082,AT5G26717,0.00013816139394769462
AT5G19220,-0.009504420111981368,AT5G27010,0.00020852947498350532
AT5G19530,-0.010655543691602676,AT5G27090,0.0001358092898194206
AT5G20130,-0.009243672925697017,AT5G30500,0.0005266019389120857
AT5G20270,-0.009350165165010669,AT5G31909,0.0009269522451316479
AT5G20950,-0.009347355793576649,AT5G35076,0.00018224348732424182
AT5G21060,-0.00898679407231759,AT5G35798,0.00018874720590589952
AT5G22500,-0.009726103037873536,AT5G38390,0.00014279577939575367
AT5G22740,-0.009171351253347702,AT5G38500,0.0001759909241886006
AT5G22920,-0.009600320724455292,AT5G39365,0.0001418731935111166
AT5G23010,-0.009343061603757124,AT5G39670,0.007941133060377237
AT5G23020,-0.009765805544780118,AT5G39680,0.0027383398037802943
AT5G23210,-0.009409050596905236,AT5G39785,0.000969605901997833
AT5G23290,-0.009097905470680174,AT5G40153,0.00029970924926260665
AT5G23310,-0.009094029069279565,AT5G41494,0.00017361713286674152
AT5G23420,-0.009475539895263303,AT5G42053,0.0004413744381867442
AT5G23660,-0.009122378530152842,AT5G42092,0.002113743994570276
AT5G23820,-0.010359176914991048,AT5G42380,0.01029361438353343
AT5G23860,-0.009907701835886427,AT5G43940,0.0008015833033463712
AT5G24060,-0.009471142668782937,AT5G44360,0.00019745505673283436
AT5G24800,-0.010022514763255991,AT5G44420,0.0037764453851826443
AT5G25090,-0.009199476900429986,AT5G44566,0.00013581080812292021
AT5G25460,-0.009869298500800459,AT5G45180,0.001265710054394739
AT5G26280,-0.010361870445128743,AT5G45470,0.0017556344650480878
AT5G26850,-0.009916635204863593,AT5G45480,0.002396278680378851
AT5G26880,-0.01056842563532945,AT5G47077,0.00013321604576623254
AT5G27350,-0.008958849594182045,AT5G47175,0.00015687705872097002
AT5G27400,-0.009291597291438415,AT5G48270,0.00012613999455938856
AT5G27450,-0.008987328603536512,AT5G49640,0.0011860776659435163
AT5G28020,-0.01041031494275234,AT5G51915,0.00018981161785902083
AT5G28770,-0.009336432277394942,AT5G52180,0.0008312680359551893
AT5G32450,-0.00895607788141592,AT5G52190,0.0014620829824811834
AT5G35180,-0.008968346634426421,AT5G52730,0.009372178250176867
AT5G35360,-0.009343600224759576,AT5G53040,0.00014293948525090315
AT5G36940,-0.009070838279480535,AT5G53260,0.0005675110186108465
AT5G37020,-0.009058976806664695,AT5G53270,0.0004618021895919218
AT5G38650,-0.009790997614460261,AT5G53520,0.0001990093582071423
