AboveBelow,PC1,PC2
Other,-34.71797848919534,-16.832735706414464
Other,-45.64667321437572,-17.17994200338103
Other,-39.119348172350485,-12.872784547538537
Below,-78.13619324826567,165.4176454384832
Below,-79.85179627953264,162.99135670049768
Below,-77.5388369636515,160.01049730953744
Below,-68.93055811124403,155.34815882944565
Below,-73.20536274357652,159.86553584185918
WholePlant,-47.690661445754586,25.497806409079068
WholePlant,-32.01464383938496,23.82143626819929
WholePlant,-17.677520174473702,-12.878067720649428
WholePlant,-53.656241728823474,5.278896058002819
WholePlant,-49.952152586005795,19.643832297059376
WholePlant,-17.677520174473702,-12.878067720649428
WholePlant,-20.347737293091146,-22.661946233609907
WholePlant,-56.48040379843356,6.876802679564252
WholePlant,-52.335646727664866,14.672429886560728
WholePlant,-22.1473793114892,14.247709199630012
WholePlant,-25.746200704825554,18.09112450000513
WholePlant,-46.38408100396783,11.517980304124166
WholePlant,-22.1473793114892,14.247709199630012
WholePlant,-25.746200704825554,18.09112450000513
WholePlant,-22.734779353935238,-14.81278114015812
WholePlant,-48.84064046647104,6.12467636602841
WholePlant,52.71424009520327,-63.71483770061951
WholePlant,-81.86773025203202,45.99204581537562
WholePlant,-72.41681541564944,47.0167785919268
WholePlant,-25.349789846503324,2.409420420362757
WholePlant,-9.334760371238296,-0.465683363554907
Other,-33.8216076206224,-56.1160847346229
Other,-33.59552275043517,-54.084209217128475
Other,-32.9858618857587,-50.365577446269675
Other,-34.65293133859655,-55.0450439282396
Other,-29.562099647373167,-50.91256721211678
Other,-33.099459972117096,-46.94994871697777
Other,-59.69364632071459,-9.377348555870496
Other,-59.02939203827852,-10.630247506372053
Other,-58.80727673465799,-10.525350908434621
Other,-54.32436840172376,-11.969252364326254
Other,-55.557665637212395,-10.917478107004783
Other,-60.33078135898198,-8.567778160246592
WholePlant,14.228940679234888,-21.18641105280957
WholePlant,7.600114154140198,-16.815646064122525
WholePlant,-0.8972542681340618,-7.97912359268175
