SampleID,family,TissueClean,stress,AboveBelow,VegetativeRepro,true_labels,predictions
SRR1695186,Malvaceae,Other,healthy,Other,Other,8,15
SRR1695187,Malvaceae,Other,healthy,Other,Other,8,13
SRR1695188,Malvaceae,Other,healthy,Other,Other,8,13
SRR1695189,Malvaceae,Other,healthy,Other,Other,8,15
SRR1695190,Malvaceae,Other,healthy,Other,Other,8,15
SRR1695191,Malvaceae,Other,healthy,Other,Other,8,15
SRR1695192,Malvaceae,Other,healthy,Other,Other,8,13
SRR1695193,Malvaceae,Other,healthy,Other,Other,8,13
SRR1695194,Malvaceae,Other,healthy,Other,Other,8,13
SRR1768504,Malvaceae,Leaf,cold,Above,Vegetative,7,7
SRR1768505,Malvaceae,Leaf,cold,Above,Vegetative,7,7
SRR1768506,Malvaceae,Leaf,cold,Above,Vegetative,7,16
SRR1768507,Malvaceae,Leaf,cold,Above,Vegetative,7,7
SRR1768508,Malvaceae,Leaf,heat,Above,Vegetative,7,7
SRR1768509,Malvaceae,Leaf,heat,Above,Vegetative,7,7
SRR1768510,Malvaceae,Leaf,heat,Above,Vegetative,7,16
SRR1768511,Malvaceae,Leaf,heat,Above,Vegetative,7,16
SRR1768512,Malvaceae,Leaf,salt,Above,Vegetative,7,7
SRR1768513,Malvaceae,Leaf,salt,Above,Vegetative,7,7
SRR1768514,Malvaceae,Leaf,salt,Above,Vegetative,7,7
SRR1768515,Malvaceae,Leaf,salt,Above,Vegetative,7,7
SRR1768516,Malvaceae,Leaf,other,Above,Vegetative,7,7
SRR1768517,Malvaceae,Leaf,other,Above,Vegetative,7,7
SRR1768518,Malvaceae,Leaf,other,Above,Vegetative,7,7
SRR1768519,Malvaceae,Leaf,other,Above,Vegetative,7,7
SRR1768520,Malvaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1768521,Malvaceae,Leaf,healthy,Above,Vegetative,7,16
SRR1768522,Malvaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1768523,Malvaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1768524,Malvaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8113445,Malvaceae,Leaf,cold,Above,Vegetative,7,16
SRR8115523,Malvaceae,Leaf,cold,Above,Vegetative,7,7
SRR8136840,Malvaceae,Leaf,cold,Above,Vegetative,7,16
SRR8117284,Malvaceae,Leaf,cold,Above,Vegetative,7,16
SRR8142950,Malvaceae,Leaf,cold,Above,Vegetative,7,16
SRR8146228,Malvaceae,Leaf,cold,Above,Vegetative,7,7
SRR8149448,Malvaceae,Leaf,cold,Above,Vegetative,7,7
SRR8156069,Malvaceae,Leaf,cold,Above,Vegetative,7,7
SRR8162806,Malvaceae,Leaf,cold,Above,Vegetative,7,16
SRR8121126,Malvaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8144251,Malvaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8156028,Malvaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8894224,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894225,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894261,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894260,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894259,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894258,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894243,Malvaceae,Seedling,healthy,WholePlant,WholePlant,16,13
SRR8894245,Malvaceae,Seedling,healthy,WholePlant,WholePlant,16,13
SRR8894246,Malvaceae,Seedling,healthy,WholePlant,WholePlant,16,13
SRR8894263,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894264,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894265,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894262,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894267,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894268,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894239,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894241,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894270,Malvaceae,Seedling,salt,WholePlant,WholePlant,16,13
SRR8894236,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894238,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894271,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894227,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894252,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894257,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894253,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894266,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894269,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894226,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894237,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894249,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894251,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894254,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894256,Malvaceae,Seedling,other,WholePlant,WholePlant,16,13
SRR8894240,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894247,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894248,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894230,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894231,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894242,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894228,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894229,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894234,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894244,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894250,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894255,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894232,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894233,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR8894235,Malvaceae,Root,biotic,Below,Vegetative,13,13
SRR1268082,Fabaceae,Root,healthy,Below,Vegetative,13,15
SRR1268083,Fabaceae,Root,healthy,Below,Vegetative,13,15
SRR1268084,Fabaceae,Root,healthy,Below,Vegetative,13,15
SRR1268085,Fabaceae,Root,drought,Below,Vegetative,13,13
SRR1268086,Fabaceae,Root,drought,Below,Vegetative,13,13
SRR1268087,Fabaceae,Root,drought,Below,Vegetative,13,13
SRR1268088,Fabaceae,Root,drought,Below,Vegetative,13,13
SRR1268089,Fabaceae,Root,drought,Below,Vegetative,13,13
SRR1268090,Fabaceae,Root,drought,Below,Vegetative,13,13
SRR1268091,Fabaceae,Root,drought,Below,Vegetative,13,13
SRR1268092,Fabaceae,Root,drought,Below,Vegetative,13,13
SRR1268093,Fabaceae,Root,drought,Below,Vegetative,13,13
SRR1268094,Fabaceae,Root,salt,Below,Vegetative,13,13
SRR1268095,Fabaceae,Root,salt,Below,Vegetative,13,13
SRR1268096,Fabaceae,Root,salt,Below,Vegetative,13,13
SRR1268097,Fabaceae,Root,salt,Below,Vegetative,13,13
SRR1268098,Fabaceae,Root,salt,Below,Vegetative,13,13
SRR1268099,Fabaceae,Root,salt,Below,Vegetative,13,13
SRR1268100,Fabaceae,Root,salt,Below,Vegetative,13,13
SRR1268101,Fabaceae,Root,salt,Below,Vegetative,13,13
SRR1268102,Fabaceae,Root,salt,Below,Vegetative,13,13
SRR2048167,Fabaceae,Leaf,drought,Above,Vegetative,7,13
SRR2048168,Fabaceae,Leaf,drought,Above,Vegetative,7,13
SRR2048169,Fabaceae,Leaf,drought,Above,Vegetative,7,13
SRR2048170,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048171,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048172,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048173,Fabaceae,Leaf,drought,Above,Vegetative,7,18
SRR2048174,Fabaceae,Leaf,drought,Above,Vegetative,7,16
SRR2048175,Fabaceae,Leaf,drought,Above,Vegetative,7,7
SRR2048176,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048177,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048178,Fabaceae,Leaf,healthy,Above,Vegetative,7,7
SRR2048191,Fabaceae,Leaf,drought,Above,Vegetative,7,16
SRR2048192,Fabaceae,Leaf,drought,Above,Vegetative,7,16
SRR2048193,Fabaceae,Leaf,drought,Above,Vegetative,7,16
SRR2048194,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048195,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048196,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048200,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048201,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR2048202,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR7601335,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR7601336,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR7601337,Fabaceae,Leaf,healthy,Above,Vegetative,7,16
SRR7601338,Fabaceae,Leaf,cold,Above,Vegetative,7,7
SRR7601339,Fabaceae,Leaf,cold,Above,Vegetative,7,7
SRR7601340,Fabaceae,Leaf,cold,Above,Vegetative,7,7
SRR7601341,Fabaceae,Leaf,cold,Above,Vegetative,7,7
SRR7601342,Fabaceae,Leaf,cold,Above,Vegetative,7,7
SRR7601343,Fabaceae,Leaf,cold,Above,Vegetative,7,7
SRR1174206,Fabaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1174226,Fabaceae,Leaf,healthy,Above,Vegetative,7,19
SRR1174229,Fabaceae,Leaf,healthy,Above,Vegetative,7,19
SRR1174205,Fabaceae,Root,healthy,Below,Vegetative,13,19
SRR1174231,Fabaceae,Shoot,healthy,Above,Vegetative,18,7
SRR1174217,Fabaceae,Flower,healthy,Above,Reproductive,3,19
SRR1174218,Fabaceae,Flower,healthy,Above,Reproductive,3,19
SRR1174219,Fabaceae,Flower,healthy,Above,Reproductive,3,19
SRR1174220,Fabaceae,Flower,healthy,Above,Reproductive,3,19
SRR1174232,Fabaceae,Flower,healthy,Above,Reproductive,3,19
SRR1174207,Fabaceae,Seed,healthy,WholePlant,Reproductive,15,7
SRR1174208,Fabaceae,Seed,healthy,WholePlant,Reproductive,15,7
SRR1174222,Fabaceae,Seed,healthy,WholePlant,Reproductive,15,7
SRR1174225,Fabaceae,Seed,healthy,WholePlant,Reproductive,15,7
SRR1174233,Fabaceae,Seed,healthy,WholePlant,Reproductive,15,7
SRR1174221,Fabaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR1174223,Fabaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR1174224,Fabaceae,Reproductive- Other,healthy,Above,Reproductive,12,15
SRR4996791,Asteraceae,Leaf,other,Above,Vegetative,7,16
SRR4996792,Asteraceae,Leaf,healthy,Above,Vegetative,7,16
SRR4996793,Asteraceae,Leaf,drought,Above,Vegetative,7,7
SRR4996796,Asteraceae,Leaf,other,Above,Vegetative,7,16
SRR4996802,Asteraceae,Leaf,drought,Above,Vegetative,7,7
SRR4996804,Asteraceae,Leaf,drought,Above,Vegetative,7,7
SRR4996810,Asteraceae,Leaf,drought,Above,Vegetative,7,16
SRR4996813,Asteraceae,Leaf,drought,Above,Vegetative,7,7
SRR4996824,Asteraceae,Leaf,drought,Above,Vegetative,7,7
SRR4996825,Asteraceae,Leaf,drought,Above,Vegetative,7,7
SRR4996795,Asteraceae,Leaf,other,Above,Vegetative,7,16
SRR4996794,Asteraceae,Leaf,other,Above,Vegetative,7,18
SRR4996797,Asteraceae,Leaf,other,Above,Vegetative,7,13
SRR4996798,Asteraceae,Leaf,healthy,Above,Vegetative,7,16
SRR4996799,Asteraceae,Shoot,healthy,Above,Vegetative,18,7
SRR4996800,Asteraceae,Leaf,healthy,Above,Vegetative,7,7
SRR4996801,Asteraceae,Leaf,healthy,Above,Vegetative,7,16
SRR4996803,Asteraceae,Leaf,other,Above,Vegetative,7,13
SRR4996805,Asteraceae,Root,healthy,Below,Vegetative,13,13
SRR4996806,Asteraceae,Leaf,healthy,Above,Vegetative,7,16
SRR4996807,Asteraceae,Leaf,healthy,Above,Vegetative,7,16
SRR4996808,Asteraceae,Flower,healthy,Above,Reproductive,3,13
SRR4996809,Asteraceae,Flower,healthy,Above,Reproductive,3,13
SRR4996811,Asteraceae,Root,other,Below,Vegetative,13,13
SRR4996812,Asteraceae,Leaf,other,Above,Vegetative,7,16
SRR4996814,Asteraceae,Flower,healthy,Above,Reproductive,3,13
SRR4996815,Asteraceae,Leaf,other,Above,Vegetative,7,13
SRR4996816,Asteraceae,Root,other,Below,Vegetative,13,16
SRR4996817,Asteraceae,Leaf,healthy,Above,Vegetative,7,16
SRR4996818,Asteraceae,Root,healthy,Below,Vegetative,13,13
SRR4996819,Asteraceae,Root,salt,Below,Vegetative,13,13
SRR4996820,Asteraceae,Root,healthy,Below,Vegetative,13,13
SRR4996821,Asteraceae,Leaf,healthy,Above,Vegetative,7,16
SRR4996822,Asteraceae,Flower,healthy,Above,Reproductive,3,7
SRR4996823,Asteraceae,Leaf,other,Above,Vegetative,7,16
SRR4996826,Asteraceae,Root,other,Below,Vegetative,13,13
SRR4996827,Asteraceae,Leaf,other,Above,Vegetative,7,16
SRR4996828,Asteraceae,Leaf,healthy,Above,Vegetative,7,13
SRR4996829,Asteraceae,Leaf,other,Above,Vegetative,7,16
SRR4996830,Asteraceae,Leaf,drought,Above,Vegetative,7,7
SRR1028011,Poaceae,Leaf,healthy,Above,Vegetative,7,18
SRR1028012,Poaceae,Leaf,healthy,Above,Vegetative,7,8
SRR1049626,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1049570,Poaceae,Leaf,salt,Above,Vegetative,7,7
SRR1049587,Poaceae,Leaf,salt,Above,Vegetative,7,7
SRR1055527,Poaceae,Leaf,salt,Above,Vegetative,7,22
SRR1049592,Poaceae,Leaf,salt,Above,Vegetative,7,22
SRR1049609,Poaceae,Leaf,salt,Above,Vegetative,7,7
SRR1049643,Poaceae,Leaf,salt,Above,Vegetative,7,18
SRR1049648,Poaceae,Leaf,salt,Above,Vegetative,7,8
SRR1049655,Poaceae,Leaf,salt,Above,Vegetative,7,8
ERR233228,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
ERR233236,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
ERR233243,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
ERR233251,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
ERR233259,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
ERR233266,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
ERR233229,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR233237,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR233244,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR233252,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR233260,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR233267,Poaceae,Seed,healthy,WholePlant,Reproductive,15,13
ERR233230,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR233238,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR233245,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR233253,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR233261,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR233268,Poaceae,Root,healthy,Below,Vegetative,13,13
ERR233231,Poaceae,Seed,healthy,WholePlant,Reproductive,15,16
ERR233239,Poaceae,Seed,healthy,WholePlant,Reproductive,15,19
ERR233246,Poaceae,Seed,healthy,WholePlant,Reproductive,15,19
ERR233254,Poaceae,Seed,healthy,WholePlant,Reproductive,15,16
ERR233262,Poaceae,Seed,healthy,WholePlant,Reproductive,15,16
ERR233269,Poaceae,Seed,healthy,WholePlant,Reproductive,15,19
ERR233232,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233240,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233247,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233255,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233263,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233270,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233233,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233241,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233248,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233256,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233264,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233271,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233234,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233249,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233257,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233272,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233274,Poaceae,Shoot,healthy,Above,Vegetative,18,7
ERR233235,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233242,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233250,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233258,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233265,Poaceae,Flower,healthy,Above,Reproductive,3,13
ERR233273,Poaceae,Flower,healthy,Above,Reproductive,3,13
SRR5918238,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918239,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918240,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918241,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918242,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918243,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918244,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918245,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918246,Crassulaceae,Seedling,healthy,WholePlant,WholePlant,16,16
SRR5918247,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918248,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918249,Crassulaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR5918250,Crassulaceae,Root,healthy,Below,Vegetative,13,13
SRR5918251,Crassulaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5918252,Crassulaceae,Root,healthy,Below,Vegetative,13,13
SRR5918253,Crassulaceae,Root,healthy,Below,Vegetative,13,13
SRR5918254,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918255,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918256,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918257,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918258,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918259,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918260,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918261,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918262,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918263,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918264,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918265,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918266,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918267,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918268,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918269,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918270,Crassulaceae,Flower,healthy,Above,Reproductive,3,19
SRR5918271,Crassulaceae,Flower,healthy,Above,Reproductive,3,19
SRR5918272,Crassulaceae,Flower,healthy,Above,Reproductive,3,19
SRR5918273,Crassulaceae,Seedling,healthy,WholePlant,WholePlant,16,16
SRR5918274,Crassulaceae,Shoot,healthy,Above,Vegetative,18,16
SRR5918275,Crassulaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5918276,Crassulaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5918277,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918278,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918279,Crassulaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5918280,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918281,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918282,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918283,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918284,Crassulaceae,Leaf,light,Above,Vegetative,7,7
SRR5918285,Crassulaceae,Shoot,healthy,Above,Vegetative,18,16
SRR10251169,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR10251174,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR10251178,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR10251179,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,7
SRR5590270,Cucurbitaceae,Flower,healthy,Above,Reproductive,3,0
SRR5590271,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR5590272,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,16
SRR5590273,Cucurbitaceae,Root,healthy,Below,Vegetative,13,13
SRR5590274,Cucurbitaceae,Shoot,healthy,Above,Vegetative,18,18
SRR5405130,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR6320531,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5405131,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR6320446,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5405132,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR6320447,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5405133,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR6320444,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5405134,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5405135,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5405136,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR6320445,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5405137,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR6320442,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5405138,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5405139,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5405140,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5405141,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6320438,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6320441,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6320439,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6320573,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6320440,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR6320443,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5877207,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877208,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877209,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5877210,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5877211,Musaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR5877212,Musaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR5877213,Musaceae,Seedling,cold,WholePlant,WholePlant,16,7
SRR5877214,Musaceae,Seedling,cold,WholePlant,WholePlant,16,7
SRR5877215,Musaceae,Seedling,other,WholePlant,WholePlant,16,7
SRR5877216,Musaceae,Seedling,other,WholePlant,WholePlant,16,7
SRR5877217,Musaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR5877222,Musaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR5877218,Musaceae,Seedling,salt,WholePlant,WholePlant,16,7
SRR5877219,Musaceae,Seedling,salt,WholePlant,WholePlant,16,7
SRR5877220,Musaceae,Seedling,other,WholePlant,WholePlant,16,7
SRR5877221,Musaceae,Seedling,other,WholePlant,WholePlant,16,7
SRR5877223,Musaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR5877224,Musaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR5877225,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877226,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877227,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877228,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877229,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877230,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877231,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5877232,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877233,Musaceae,Seedling,salt,WholePlant,WholePlant,16,7
SRR5877234,Musaceae,Seedling,salt,WholePlant,WholePlant,16,7
SRR5877235,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877236,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877237,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR5877238,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR5877239,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR5877240,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR5877241,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877242,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877243,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877244,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877245,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5877246,Musaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR5958093,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5958094,Musaceae,Leaf,other,Above,Vegetative,7,7
SRR5958095,Musaceae,Root,healthy,Below,Vegetative,13,13
SRR5958096,Musaceae,Root,other,Below,Vegetative,13,13
SRR4292572,Musaceae,Leaf,cold,Above,Vegetative,7,7
SRR4292573,Musaceae,Leaf,cold,Above,Vegetative,7,7
SRR4292574,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR4292575,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR4292576,Musaceae,Leaf,other,Above,Vegetative,7,7
SRR4292578,Musaceae,Leaf,other,Above,Vegetative,7,7
SRR4292579,Musaceae,Leaf,salt,Above,Vegetative,7,7
SRR4292580,Musaceae,Leaf,salt,Above,Vegetative,7,7
SRR4292581,Musaceae,Leaf,healthy,Above,Vegetative,7,7
SRR4292582,Musaceae,Leaf,healthy,Above,Vegetative,7,7
