SampleID,family,TissueClean,stress,AboveBelow,VegetativeRepro,true_labels,predictions
SRR5293269,Amborellaceae,Flower,healthy,Above,Reproductive,3,19
SRR5293270,Amborellaceae,Flower,healthy,Above,Reproductive,3,15
SRR5293271,Amborellaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR5293272,Amborellaceae,Reproductive- Other,healthy,Above,Reproductive,12,7
SRR5293273,Amborellaceae,Flower,healthy,Above,Reproductive,3,15
SRR5293274,Amborellaceae,Flower,healthy,Above,Reproductive,3,15
SRR5293275,Amborellaceae,Seedling,healthy,WholePlant,WholePlant,16,18
SRR5293276,Amborellaceae,Flower,healthy,Above,Reproductive,3,15
SRR5293277,Amborellaceae,Flower,healthy,Above,Reproductive,3,15
SRR5293278,Amborellaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR522511,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR522512,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR522513,Poaceae,Leaf,drought,Above,Vegetative,7,16
SRR522514,Poaceae,Leaf,drought,Above,Vegetative,7,16
SRR522515,Poaceae,Leaf,healthy,Above,Vegetative,7,18
SRR522516,Poaceae,Leaf,healthy,Above,Vegetative,7,18
SRR522517,Poaceae,Leaf,drought,Above,Vegetative,7,18
SRR522518,Poaceae,Leaf,drought,Above,Vegetative,7,16
SRR5012158,Poaceae,Flower,heat,Above,Reproductive,3,7
SRR5012165,Poaceae,Flower,heat,Above,Reproductive,3,16
SRR5012159,Poaceae,Leaf,heat,Above,Vegetative,7,7
SRR5012161,Poaceae,Leaf,heat,Above,Vegetative,7,7
SRR5012160,Poaceae,Flower,healthy,Above,Reproductive,3,16
SRR5012169,Poaceae,Flower,healthy,Above,Reproductive,3,7
SRR5012162,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR5012164,Poaceae,Leaf,healthy,Above,Vegetative,7,16
SRR5012163,Poaceae,Leaf,heat,Above,Vegetative,7,16
SRR5012166,Poaceae,Leaf,heat,Above,Vegetative,7,7
SRR5012167,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR5012168,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR349785,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR352143,Poaceae,Leaf,healthy,Above,Vegetative,7,7
SRR349786,Poaceae,Flower,healthy,Above,Reproductive,3,18
SRR349787,Poaceae,Flower,healthy,Above,Reproductive,3,16
SRR352137,Poaceae,Flower,healthy,Above,Reproductive,3,15
SRR352138,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR352144,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR352139,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR352140,Poaceae,Flower,healthy,Above,Reproductive,3,0
SRR352141,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR352142,Poaceae,Seed,healthy,WholePlant,Reproductive,15,15
SRR10238151,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR10238165,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR10238166,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR10238152,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR10238153,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR10238154,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR10238155,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,22
SRR10238156,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,22
SRR10238157,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,22
SRR10238158,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR10238167,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR10238168,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,18
SRR10238159,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR10238160,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR10238161,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR10238162,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR10238163,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR10238164,Cucurbitaceae,Reproductive- Other,healthy,Above,Reproductive,12,13
SRR8758652,Cucurbitaceae,Leaf,drought,Above,Vegetative,7,7
SRR8758655,Cucurbitaceae,Leaf,drought,Above,Vegetative,7,18
SRR8758659,Cucurbitaceae,Leaf,drought,Above,Vegetative,7,7
SRR8758653,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8758656,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8758658,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8758654,Cucurbitaceae,Leaf,drought,Above,Vegetative,7,7
SRR8758660,Cucurbitaceae,Leaf,drought,Above,Vegetative,7,7
SRR8758661,Cucurbitaceae,Leaf,drought,Above,Vegetative,7,7
SRR8758657,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8758662,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8758663,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464307,Cucurbitaceae,Leaf,heat,Above,Vegetative,7,7
SRR8464315,Cucurbitaceae,Leaf,heat,Above,Vegetative,7,7
SRR8464316,Cucurbitaceae,Leaf,heat,Above,Vegetative,7,7
SRR8464308,Cucurbitaceae,Leaf,heat,Above,Vegetative,7,7
SRR8464323,Cucurbitaceae,Leaf,heat,Above,Vegetative,7,7
SRR8464324,Cucurbitaceae,Leaf,heat,Above,Vegetative,7,7
SRR8464309,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464310,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464311,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464312,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464313,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464314,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464317,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,18
SRR8464318,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR8464328,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,7
SRR8464319,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464325,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464326,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464320,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464321,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464322,Cucurbitaceae,Leaf,healthy,Above,Vegetative,7,7
SRR8464327,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,18
SRR8464329,Cucurbitaceae,Leaf,biotic,Above,Vegetative,7,18
SRR2452449,Brassicaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR2452450,Brassicaceae,Reproductive- Other,cold,Above,Reproductive,12,7
SRR2452451,Brassicaceae,Reproductive- Other,cold,Above,Reproductive,12,16
SRR2452455,Brassicaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR2452456,Brassicaceae,Reproductive- Other,cold,Above,Reproductive,12,16
SRR2452457,Brassicaceae,Reproductive- Other,cold,Above,Reproductive,12,16
SRR2452458,Brassicaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR2452459,Brassicaceae,Reproductive- Other,cold,Above,Reproductive,12,16
SRR2452460,Brassicaceae,Reproductive- Other,cold,Above,Reproductive,12,16
SRR2452461,Brassicaceae,Reproductive- Other,healthy,Above,Reproductive,12,16
SRR2452462,Brassicaceae,Reproductive- Other,cold,Above,Reproductive,12,16
SRR2452463,Brassicaceae,Reproductive- Other,cold,Above,Reproductive,12,16
SRR1048145,Brassicaceae,Seedling,healthy,WholePlant,WholePlant,16,7
SRR1048146,Brassicaceae,Seedling,heat,WholePlant,WholePlant,16,16
SRR1048148,Brassicaceae,Seedling,drought,WholePlant,WholePlant,16,16
SRR1544278,Brassicaceae,Leaf,healthy,Above,Vegetative,7,7
SRR1549533,Brassicaceae,Leaf,drought,Above,Vegetative,7,16
SRR1549534,Brassicaceae,Root,healthy,Below,Vegetative,13,13
SRR1549535,Brassicaceae,Root,drought,Below,Vegetative,13,13
SRR11412368,Brassicaceae,Leaf,drought,Above,Vegetative,7,7
SRR11412441,Brassicaceae,Leaf,drought,Above,Vegetative,7,7
SRR11412576,Brassicaceae,Leaf,drought,Above,Vegetative,7,7
SRR11412369,Brassicaceae,Leaf,drought,Above,Vegetative,7,7
SRR11412453,Brassicaceae,Leaf,drought,Above,Vegetative,7,7
SRR11412577,Brassicaceae,Leaf,drought,Above,Vegetative,7,7
SRR11412567,Brassicaceae,Leaf,healthy,Above,Vegetative,7,7
SRR11412587,Brassicaceae,Leaf,healthy,Above,Vegetative,7,7
SRR11412593,Brassicaceae,Leaf,healthy,Above,Vegetative,7,7
SRR11412568,Brassicaceae,Leaf,healthy,Above,Vegetative,7,7
SRR11412588,Brassicaceae,Leaf,healthy,Above,Vegetative,7,16
SRR11412595,Brassicaceae,Leaf,healthy,Above,Vegetative,7,7
SRR10065360,Brassicaceae,Leaf,salt,Above,Vegetative,7,7
SRR10065361,Brassicaceae,Leaf,salt,Above,Vegetative,7,8
SRR10065362,Brassicaceae,Leaf,healthy,Above,Vegetative,7,7
SRR10065363,Brassicaceae,Leaf,healthy,Above,Vegetative,7,8
SRR8352634,Brassicaceae,Seed,healthy,WholePlant,Reproductive,15,15
