AboveBelow,PC1,PC2
Above,5.172499743654935,-31.99111868413653
Above,28.280214386049078,15.273171284467928
Below,47.39514319673697,-59.72809660501034
Above,45.51823035427038,-32.329829113366856
Other,33.32827539924227,-18.1121432947917
WholePlant,40.13017016595847,-51.28177373624538
WholePlant,53.89465926947236,-56.54470488597076
WholePlant,89.11859523949333,-51.75843640126285
Above,33.22589076388734,45.460143036463066
Above,22.816341916832364,34.882164360853224
Above,-37.413078416737626,34.51707775764127
Above,30.06234284738423,38.268837151066805
Above,27.62551653641362,35.72476600500483
Above,30.0427014883106,36.68165345378162
Above,33.22589076388734,45.460143036463066
Above,22.816341916832364,34.882164360853224
Above,-37.413078416737626,34.51707775764127
Above,252.84946653591678,-5.906849174500945
Above,30.06234284738423,38.268837151066805
Above,27.62551653641362,35.72476600500483
Above,30.0427014883106,36.68165345378162
Above,281.73184149368905,-8.243326893322633
Above,56.982886717433765,54.269515541193755
Above,61.44822307546464,59.331410169636
Above,68.97343112851028,54.1054129636449
Above,70.76241638796972,58.45904517245667
Above,75.16478931620296,48.41929246805022
Above,72.36230688946509,55.12793707287435
Above,69.11791643828468,44.681560354977286
Above,57.46107296025271,47.97335001140798
Above,65.00775116823617,41.436572917670844
Above,55.4062082872338,42.715838419681084
Above,76.22846498985184,55.22626941102878
Above,97.71407098880587,57.12868378503333
Above,110.52838197284895,49.47926140097105
Above,86.62625038897197,47.665599092947694
Above,80.33414047539506,50.69628915796687
Above,93.7880039184391,37.77997489218207
Above,88.91249841786575,39.96244263721774
Above,77.30943122983186,30.212487997796348
Above,99.98310782822803,11.721500404496224
Above,117.85172952869193,21.54209141220761
Below,52.06376605675757,-77.98807374808838
Below,60.528043415643204,-74.44681496969093
Above,141.3619988333049,7.757244648500998
Above,62.81010212387402,27.121181854827753
WholePlant,82.97994281662096,-13.355818529337677
WholePlant,81.01717894668298,-15.989936072904165
WholePlant,78.42722020955306,-17.520853260640635
Above,57.902219078837284,-0.7050328488831374
Above,50.28186574129144,-6.014501735738787
Above,56.002970835671576,-4.21331146538715
Above,46.74690836414711,-0.7877729970584798
Above,36.44001207446448,-3.4725537026367883
Above,32.97870096649582,-3.4823705500870274
Above,59.86915174755419,1.343866655845664
Above,19.29125664268665,-7.72720698729045
Above,19.29125664268665,-7.72720698729045
Above,55.09366844616513,25.90587157470073
Above,68.07805835524965,29.22063231609411
Above,73.5184895589829,34.84595005386936
Below,-5.324051935695119,-59.980284610354126
Above,-27.69292043510518,-2.855888274203628
Above,-26.007169633368207,-14.744365441556504
Above,-51.1166095464404,-33.76967810897162
Above,-56.76722891420475,-25.420665470987732
Above,-39.75176585796504,-25.074725012000368
Above,-18.132981689305783,-37.484912554304124
Above,-52.660822699677425,-39.15066500839682
WholePlant,-29.161335511948806,5.0995855082337105
Above,3.2877059867926492,-40.270820722060314
Above,-37.03793610173309,-46.3417134710197
WholePlant,-26.345700517869314,-2.2303644598291523
Above,-4.958934424563552,-20.10848140223614
Above,-31.734923394839203,-40.124070732465114
Above,-45.34842218663881,-36.105160883552216
WholePlant,-36.671695368930784,2.2182936592135016
Above,-19.703348156592018,-37.77415478743521
Above,-42.63945829399951,-34.96816828641024
WholePlant,-25.033727376082748,-15.282343406689302
Above,264.09785034696074,-2.3989985317921616
Above,308.33698872287664,-5.733276014199183
Above,267.55530132065047,-3.2194853998477475
Above,276.97402288510375,-9.380465980200356
Above,187.56429458825562,-18.12558244580007
Above,189.94184291450907,-16.41909467538055
Above,238.30041329090747,-19.842801589130612
Above,265.1532046848267,-18.564750538341826
Above,48.20112928438773,3.061782011823774
Above,66.57632017041536,-2.5559892221049907
Above,25.84294472333548,-1.2328510878591414
Above,52.020330455440984,21.667556068179255
Above,54.18171248767928,-5.579734859186774
Above,96.15583719448227,-0.10560447655382199
Above,30.32519101601524,19.136992217372388
Above,18.94536681178864,-3.3254964485914456
Above,29.40068997052893,11.322998166772367
Above,122.60670091788234,8.063034647141029
Above,59.14625069788442,21.580786841388335
Above,118.49878026167272,13.993540978908857
Above,70.30598108348629,54.465931476323355
Above,64.02700229026244,44.49858995620976
Above,13.103185218205189,-27.111369268108035
Above,14.870790251358148,-4.852380577311208
Above,33.64217958439857,-39.23422433559942
WholePlant,80.04645106836239,-52.7712701687931
WholePlant,96.66933300410491,-52.599497762913934
WholePlant,28.44601772273567,-23.042965662655835
Above,55.15761223345628,-55.75599480724927
WholePlant,77.7712844085685,-23.042211473319842
WholePlant,98.64794278108204,-12.780383935174836
Above,-37.9019609354576,-41.488527299680854
Above,-42.283632298226856,-42.444150087170314
Above,-41.68215219793959,-42.71345254609291
Above,16.28310409832526,-50.62853546386858
Above,21.630491010965486,-49.87697182094406
Above,30.83856174401846,-48.7861017422255
Above,-14.310618567965815,-39.14466086443565
Above,-14.247699681757432,-39.040410008402425
Above,-14.239399592710024,-39.190035611040074
Above,-41.312410451207995,-39.56696492622219
Above,-31.06048937547427,-38.76873286472416
Above,-40.00461974099702,-39.760580491433466
Above,12.74019363158316,-50.9161589184543
Above,11.58869550103495,-51.30238677932071
Above,11.496130706964719,-51.37780963893128
Above,49.921272110797766,-35.094837529795434
Above,9.116564202212091,-39.283878789269146
Above,1.7972318392044748,-40.692015953364766
Above,-20.497038530957504,-8.650758148340433
Above,-18.19581331909238,-9.293268179458481
Above,-22.151569740156095,-5.977188531432216
Above,-20.414013449368728,8.142984786340978
Above,-21.90684331915614,9.803735023067912
Above,-21.11273308506068,10.70648745680782
Above,-29.49278950771995,3.048350542788924
Above,-29.453298006389982,2.2341204029215898
Above,-29.25301561107459,2.1491253744367604
Above,-17.165269452714178,-5.314073218219087
Above,-20.3358403158904,-0.037723020760854986
Above,-16.734974542128114,-1.3869477018631091
Above,-2.6389134107211354,17.99118924017263
Above,-2.5739450741384817,16.719665127447644
Above,4.852465365386636,18.731374355676568
Above,3.381995720969192,16.601010995134764
Above,-4.788589687652169,15.001029356003928
Above,-0.08780182643594281,16.97356435385503
Above,21.97792979947797,25.047496817784445
Above,21.15450610012731,29.067855813793628
Above,25.90387866026679,29.970400096249648
Above,18.159376359819863,26.496818619479853
Above,11.114289990004004,26.879396519421388
Above,6.682548077497935,25.969037933144886
Above,-10.156706001274287,-2.3317726946301383
Above,-12.254710454927924,-2.3750394168752154
Above,-5.870488782316643,-0.9141151960543602
Above,35.27726411722473,34.11969525194543
Above,11.01730419118502,27.188829706445723
Above,15.247737180851693,29.49054807416436
Above,22.98779355282363,35.12341995460165
Above,18.116398858803993,29.505220517238175
Above,16.413954008339008,30.483329078497007
Above,-9.656166884307117,-8.17019955305971
Above,-13.06607553960715,-2.264523311367129
Above,-32.508387669595244,-14.052772865323792
Above,-22.02183436239171,-9.130038776915216
Above,-28.863513618091282,-16.30189396602048
Above,-15.755486454755015,-15.530888943857923
Above,-13.615553919002911,-14.222913990147086
Above,-13.014159586943222,-12.703771299005043
Above,-12.865398973158944,-13.766332841722605
Above,-19.163975504862872,-15.733155312369858
Above,-14.605829509340774,-17.100416627068448
Above,-9.820041466641829,-18.82051151644033
Above,-11.359087922461685,-13.580879868112852
