genes,loadings
AT1G65220,-0.01431890027031399
AT1G65230,-0.016365619171028398
AT1G65260,-0.014515274024375933
AT1G65270,-0.01433034626977973
AT1G65280,-0.012194801247941561
AT1G65320,-0.012956288060579187
AT1G65380,-0.009985747118339204
AT1G65410,-0.015624370419976677
AT1G65420,-0.012805828591633778
AT1G65470,-0.012051007378123061
AT1G65590,-0.014570787337709496
AT1G65630,-0.0005608492513481474
AT1G65650,-0.014432292585187663
AT1G65660,-0.014188003858302876
AT1G65700,-0.014031643232935884
AT1G65710,-0.009207160623508329
AT1G65900,-0.014442638408661381
AT1G65950,-0.013159897652855234
AT1G66070,-0.013544936060342324
AT1G66080,-0.010288712789372649
AT1G66170,-0.00047647158873618606
AT1G66260,-0.014618594289082038
AT1G66330,-0.0149970450856606
AT1G66340,-0.012978587521324334
AT1G66345,-0.008577302272934285
AT1G66430,-0.016446314732851457
AT1G66470,-0.003089159544026404
AT1G66510,-0.013132226304592532
AT1G66520,-0.0146545661051632
AT1G66530,-0.01518281822770158
AT1G66670,-0.013876133509231049
AT1G66680,-0.013332271714380414
AT1G66730,-0.010767964275826438
AT1G66740,-0.013645787478886154
AT1G66810,-0.001929972715297784
AT1G66840,-0.012757920381546795
AT1G67060,-0.013364908619781284
AT1G67070,-0.008276263021881168
AT1G67080,-0.015415007480291591
AT1G67110,-0.005312848570160508
AT1G67120,-0.00990492630412035
AT1G67140,-0.012796315428786864
AT1G67170,-0.012774372396594387
AT1G67180,-0.009272537329353587
AT1G67190,-0.011147669465749233
AT1G67210,-0.010581540385628396
AT1G67250,-0.01415705377028423
AT1G67300,-0.014308077472100075
AT1G67310,-0.013884909047398534
AT1G67320,-0.014300518910186575
AT1G67325,-0.01478686439682937
AT1G67370,-0.004602398949290521
AT1G67410,-0.010641072768730789
AT1G67420,-0.00890960537824971
AT1G67440,-0.015302045717397893
AT1G67500,-0.00936686486094536
AT1G67510,-0.011336220609941246
AT1G67550,-0.013317153126227308
AT1G67570,-0.008827999470006483
AT1G67590,-0.013744120655367734
AT1G67630,-0.013273937137461366
AT1G67650,-0.006470391295866626
AT1G67690,-0.012297400031189518
AT1G67700,-0.015788498191308405
AT1G67710,-0.00820788924143753
AT1G67740,-0.00897458527374483
AT1G67770,-0.001275295963928265
AT1G67890,-0.013311938366639731
AT1G67900,-0.0148190286362447
AT1G67930,-0.01226552212660008
AT1G67960,-0.012581569777789688
AT1G68000,-0.014138876891527983
AT1G68010,-0.015411569009207848
AT1G68050,-0.009955407741720775
AT1G68080,-0.01161768052361822
AT1G68090,0.00010387559226887016
AT1G68100,-0.01385037720076511
AT1G68150,-0.004528965265135461
AT1G68185,-0.013514000226191043
AT1G68220,-0.014184484341736683
AT1G68310,-0.014713519977303652
AT1G68370,-0.013664960752446128
AT1G68400,-0.013460808480413703
AT1G68560,-0.016179391977126843
AT1G68585,-0.013105791437159047
AT1G68590,-0.015197619739510943
AT1G68620,-0.005639943648399527
AT1G68660,-0.013389227947848123
AT1G68720,-0.012891779513445
AT1G68750,-0.0002419024021945592
AT1G68810,-0.013184525380895531
AT1G68830,-0.013866152117291693
AT1G68890,-0.015264380388035766
AT1G68910,-0.012988304989028069
AT1G68980,-0.010630722906789803
AT1G69020,-0.009274797022234603
AT1G69060,-0.011170480385036721
AT1G69070,-0.014154468355109253
AT1G69080,-0.010064854561149585
AT1G69190,-6.480944690319736e-05
AT1G69200,-0.01668731679849966
AT1G69210,-0.011671931734395728
AT1G69220,-0.014030659223700582
AT1G69340,-0.01459187581026406
AT1G69380,-0.01314306171158242
AT1G69390,-0.01372083442294385
AT1G69420,-0.01606857505167318
AT1G69440,-0.00965384444902228
AT1G69450,-0.012217803722961294
AT1G69500,-0.001320360920807366
AT1G69520,-0.01081886611114325
AT1G69680,-0.01119350742400765
AT1G69700,-0.016074477510722284
AT1G69800,-0.012562475570494893
AT1G69830,-0.01587427660800139
AT1G69910,-0.010940264127967498
AT1G69935,-0.01341383034773462
AT1G69980,-0.012249626926886357
AT1G70070,-0.014099671328477803
AT1G70150,-0.01193520660649034
AT1G70180,-0.013107374549067675
AT1G70190,-0.012116404857422155
AT1G70200,-0.015374435615223095
AT1G70210,-0.013921865510484325
AT1G70330,-0.016103777810681192
AT1G70430,-0.009151295348232608
AT1G70470,-0.012871100222889767
AT1G70570,-0.014379431867354348
AT1G70590,-0.011897103004636684
AT1G70610,-0.014683440797498485
AT1G70630,-0.009699459947318972
AT1G70650,-0.0070186818030137455
AT1G70740,-0.012363728433916046
AT1G70750,-0.010673451386624264
AT1G70820,-0.015443481615295948
AT1G70980,-0.012154393282919554
AT1G71010,-0.012670246110116088
AT1G71060,-0.005110117718103071
AT1G71070,-0.014181157096499331
AT1G71080,-0.014488895903134062
AT1G71090,-0.011553392604665211
AT1G71110,-0.010532311024743418
AT1G71170,-0.0053776299573820045
AT1G71220,-0.014755712999172286
AT1G71240,-0.012918430614534182
AT1G71270,-0.0148889116993816
AT1G71280,-0.0011111020861592543
AT1G71340,-0.011590728522324041
AT1G71350,-0.013200111604223
AT1G71430,-0.012651817341451016
AT1G71440,-0.014443338746760175
AT1G71460,-0.010248954484152414
AT1G71500,-0.014640846125880451
AT1G71692,-0.005306810332949246
AT1G71696,-0.013212499537116562
AT1G71720,-0.015988438822438406
AT1G71750,-0.013991860235347068
AT1G71760,-0.007674457865082899
AT1G71790,-0.013996294610273251
AT1G71800,-0.012321683183210601
AT1G71810,-0.01493995883058418
AT1G71820,-0.014864800645880298
AT1G71850,-0.011352626951784376
AT1G71860,-0.013748739806972514
AT1G71920,-0.013624844735616868
AT1G71940,-0.01209530348630814
AT1G71950,-0.014359480843573764
AT1G71960,-0.012055553216384568
AT1G71990,-0.011618917574266158
AT1G72020,-0.0121788223096615
AT1G72040,-0.015516897576996544
AT1G72050,-0.0158336867500065
AT1G72090,-0.0149028602156421
AT1G72180,-0.014163494613772558
AT1G72190,-0.01377067721323358
AT1G72250,-0.010992168628846472
AT1G72270,-0.0006269947738981165
AT1G72280,-0.010146816344724035
AT1G72320,-0.013302107499085482
AT1G72370,-0.013415028578130206
AT1G72390,-0.011820356541912564
AT1G72416,-0.011729035450441872
AT1G72440,-0.013552628063475593
AT1G72480,-0.01467806834074963
AT1G72550,-0.015481252997685796
AT1G72560,-0.012683926415993156
AT1G72590,-0.0002063510628409213
AT1G72640,-0.01730148829375778
AT1G72680,-0.01284589340593128
AT1G72790,-0.009051702014037046
AT1G72810,-0.013062773357039327
AT1G72880,-0.01339725994379839
AT1G72990,-0.012131005735606522
AT1G73020,-0.013024514299760603
AT1G73060,-0.01502384221700337
AT1G73110,-0.016821331239609875
AT1G73170,-0.01553985840250241
AT1G73180,-0.014926080816464104
AT1G73240,-0.011876670963651607
AT1G73350,-0.013869920342441482
AT1G73370,-0.00949163029058294
AT1G73380,-0.012270926735923626
AT1G73400,-0.008632879767769806
AT1G73430,-0.014303103745941344
AT1G73440,-0.00984827454314084
AT1G73530,-0.015168488687585977
AT1G73710,-0.010433732883240354
AT1G73770,-0.012294253114368468
AT1G73805,0.014641334704025363
AT1G73820,-0.014090747792331437
AT1G73840,-0.013589130991775313
AT1G73850,-0.0095372735464882
AT1G73930,-0.012929161720771763
AT1G73940,-0.014425166682344401
AT1G73960,-0.012670237563432048
AT1G73990,-0.01399290284338401
AT1G74070,-0.01617048119003206
AT1G74120,-0.00923584044936466
AT1G74210,-0.013810481043970903
AT1G74250,-0.011067732938093893
AT1G74260,-0.013797192952233903
AT1G74360,-0.005540845282158141
AT1G74390,-0.011621430009290721
AT1G74460,-0.00705573626433895
AT1G74470,-0.013641353631554588
AT1G74530,-0.014189193524088333
AT1G74580,-0.009933134386158825
AT1G74600,-0.007996861671255255
AT1G74640,-0.014411183067684095
AT1G74700,-0.009529552674910317
AT1G74790,-0.012752214828688402
AT1G74850,-0.01452444059514103
AT1G74880,-0.017492688606453633
AT1G74910,-0.014898668290577274
AT1G74920,-0.015308452221172325
AT1G74960,-0.015533694939719917
AT1G74970,-0.014301972475203636
AT1G75000,-0.005672649858563643
AT1G75010,-0.014707955865602846
AT1G75020,-0.010174647999515576
AT1G75100,-0.01346356596911904
AT1G75150,-0.010106994204391036
AT1G75170,-0.01275253667998282
AT1G75200,-0.013819987365992195
AT1G75210,-0.014989044371045451
AT1G75330,-0.014947114496443824
AT1G75340,-0.014473100450475607
AT1G75350,-0.014118867304278847
AT1G75510,-0.014052663910861617
AT1G75640,-0.009027411706604989
AT1G75670,-0.013477344624509493
AT1G75690,-0.014613708252162084
AT1G75710,-0.014526964077558342
AT1G75720,-0.0055909644525178135
AT1G75850,-0.013912160818977788
AT1G75980,-0.013301934181861092
AT1G76080,-0.011969174355326233
AT1G76170,-0.012240131249391845
AT1G76280,-0.012811129052053534
AT1G76340,-0.012472990294388071
AT1G76400,-0.015053548571369299
AT1G76450,-0.01747494529882683
AT1G76570,-0.013330057403748864
AT1G76630,-0.013683044711438622
AT1G76660,-0.013511922988566476
AT1G76710,-0.013091755370496698
AT1G76990,-0.013619899482425422
AT1G77030,-0.014832286738517364
AT1G77090,-0.01614668069344757
AT1G77140,-0.01299506572538232
AT1G77180,-0.01227943140080299
AT1G77210,-0.012036735826743741
AT1G77230,-0.014138410180480376
AT1G77250,-0.011609505039177164
AT1G77260,-0.012392511053307445
AT1G77290,-0.010579379899580885
AT1G77300,-0.011966269873105423
AT1G77320,-0.01064082600692584
AT1G77330,-0.009420179988143972
AT1G77350,-0.014379538322233558
AT1G77370,-0.014261694603330186
AT1G77405,-0.0058529223953194065
AT1G77410,-0.008900067757291883
AT1G77470,-0.014267086078945999
AT1G77490,-0.016218201373989074
AT1G77550,-0.013857767081128817
AT1G77590,-0.015611172320009888
AT1G77600,-0.01317744036441039
AT1G77620,-0.01069772005262971
AT1G77670,-0.01346475177434391
AT1G77680,-0.012256327213642846
AT1G77700,-0.00846328450440047
AT1G77710,-0.013822329815359191
AT1G77720,-0.01099090014228976
AT1G77750,-0.014088904586801572
AT1G77800,-0.012925165207288942
AT1G77890,-0.011190590589632286
AT1G77930,-0.013201631943357123
AT1G77990,-0.013518947865019101
AT1G78010,-0.01485865561067855
AT1G78040,-0.011320186436610789
AT1G78140,-0.014025786396592322
AT1G78180,-0.015286873420119678
AT1G78230,-0.010798537766912362
AT1G78240,-0.013954897158858639
AT1G78280,-0.011405098047230498
AT1G78530,-0.008436255306636884
AT1G78560,-0.015060072722697987
AT1G78590,-0.011981295153828807
AT1G78620,-0.015043285597372476
AT1G78630,-0.014976116475198467
AT1G78650,-0.013164821704445174
AT1G78660,-0.014773726194183772
AT1G78690,-0.0125087984368122
AT1G78700,-0.013448774908126316
AT1G78770,-0.011535362773555042
AT1G78800,-0.013714005684787796
AT1G78900,-0.013089992235294928
AT1G78910,-0.010878143024840617
AT1G78915,-0.016874889030104534
AT1G78930,-0.010379323534878518
AT1G79040,-0.009636736679961644
AT1G79050,-0.01585824813842487
AT1G79070,-0.011233799876119548
AT1G79150,-0.014035072760819466
AT1G79190,-0.011498273210364732
AT1G79280,-0.013865674410083356
AT1G79310,-0.003223571543490941
AT1G79350,-0.013397999233111668
AT1G79390,-0.014321345181993139
AT1G79430,-0.012710385652134348
AT1G79440,-0.014924379375431803
AT1G79490,-0.010105762584644655
AT1G79540,-0.00913026156100005
AT1G79600,-0.012842305792562545
AT1G79640,-0.011330048010253876
AT1G79690,-0.014876782582632586
AT1G79710,-0.010689495070447377
AT1G79720,-0.014000161084112606
AT1G79730,-0.01373783280790988
AT1G79760,-0.006557444015264234
AT1G79790,-0.01620564723743228
AT1G79830,-0.014658443729877632
AT1G79840,-0.011525799820917188
AT1G79870,-0.014170417154513308
AT1G79880,-0.014481414474560998
AT1G79890,-0.007316377441306402
AT1G79900,-0.004978907116265093
AT1G79915,-0.001856540047416448
AT1G79920,-0.014792789938156919
AT1G79940,-0.014338220724361611
AT1G79950,-0.012373030540357566
AT1G79985,-0.01365325479099671
AT1G80030,-0.014983658633965615
AT1G80060,-0.007699243203420511
AT1G80070,-0.013468641710601902
AT1G80120,-0.008393260025969542
AT1G80190,-0.012114924610734098
AT1G80200,-0.007663629004675684
AT1G80210,-0.013877295911463486
AT1G80230,-0.01294544467556853
AT1G80350,-0.013467564239299642
AT1G80360,-0.013907857424876734
AT1G80380,-0.014547659804281033
AT1G80410,-0.014818628601661929
AT1G80460,-0.012463114849481215
AT1G80500,-0.01462633018044356
AT1G80510,-0.010292363290209517
AT1G80530,-0.013645095841996375
AT1G80550,-0.011314540346699169
AT1G80600,-0.014100379159071957
AT1G80680,-0.012884358972372912
AT1G80745,-0.003801418419532502
AT1G80760,-0.012865338088248754
AT1G80770,-0.015438669093211878
AT1G80870,-0.012520175170398168
AT1G80880,-0.00946034198378771
AT1G80920,-0.013353523080540051
AT1G80940,-0.012140575879983384
AT1G80950,-0.013890266518973411
AT2G01080,-0.012877860791082286
AT2G01110,-0.01367971513767338
AT2G01120,-0.012375499244916271
AT2G01190,-0.011424511533990949
AT2G01220,-0.013789065328864869
AT2G01275,-0.004743704443752657
AT2G01320,-0.014797241115448504
AT2G01350,-0.015439893768335239
AT2G01360,-0.00014820369563391485
AT2G01410,-0.008025666419116477
AT2G01440,-0.013303899124758229
AT2G01460,-0.0121064793917053
AT2G01490,-0.012233009310443141
AT2G01620,-0.014329888692145376
AT2G01650,-0.011947774870239078
AT2G01680,-0.012042173572159158
AT2G01690,-0.015532891531048977
AT2G01720,-0.013893808274641225
AT2G01730,-0.0066836741075599546
AT2G01770,-0.0014160650545640382
AT2G01860,-0.007662947006928461
AT2G01950,-0.012179815160976217
AT2G02050,-0.013075505320690262
AT2G02090,-0.013026558121406117
AT2G02148,-0.012402358074502816
AT2G02170,-0.014730929590025772
AT2G02370,-0.01057538869065961
AT2G02400,-0.012750704336208504
AT2G02410,-0.014085664638010649
AT2G02450,-0.01320512102133317
AT2G02500,-0.015309625402540451
AT2G02560,-0.014434907153736944
AT2G02570,-0.014570862137123665
AT2G02590,-0.012627533316053674
AT2G02710,-0.01287600957359208
AT2G02765,-0.012716870922160502
AT2G02860,-0.011900677544067956
AT2G02880,-0.011709479198627155
AT2G02960,-0.012994509138649331
AT2G03070,-0.013762000433310918
AT2G03120,-0.014020907357111725
AT2G03130,-0.00134394995242455
AT2G03140,-0.01127866691085397
AT2G03150,-0.012869675803154927
AT2G03200,-0.0068073851622582155
AT2G03270,-0.0109165286350072
AT2G03350,-0.015108307557226168
AT2G03390,-0.015301429724269728
AT2G03420,-0.012398979109201867
AT2G03430,-0.013923610286323692
AT2G03500,-0.009076437070363742
AT2G03510,-0.014583159597416278
AT2G03667,-0.012618367571868804
AT2G03670,-0.011267595695742656
AT2G03690,-0.012526541342514927
AT2G03780,-0.015659417831296832
AT2G03800,-0.013237367505499262
AT2G03820,-0.013051266173056143
AT2G03870,-0.015003273899342343
AT2G04039,-0.015557361299207368
AT2G04270,-0.014557655443818238
AT2G04280,-0.01246513123392029
AT2G04305,-0.0122867986912832
AT2G04340,-0.013563124887363538
AT2G04360,-0.015634929951832157
AT2G04390,-0.011600602345883445
AT2G04395,-0.0024615797822391053
AT2G04400,-0.014561028374214451
AT2G04540,-0.014076642722634564
AT2G04550,-0.012861623593817999
AT2G04560,-0.010464671019022995
AT2G04620,-0.010081557820348228
AT2G04630,-0.0145299860193946
AT2G04660,-0.012337847077097189
AT2G04700,-0.014048870804311522
AT2G04740,-0.01264582020307009
AT2G04780,-0.013170264151183478
AT2G04842,-0.015817124820633677
AT2G04845,-0.01379023905180857
AT2G04850,-0.0137113188208749
AT2G04900,-0.013960798241200195
AT2G04940,-0.012813686731899499
AT2G05120,-0.011695058893189367
AT2G05160,-0.009040737180918098
AT2G05170,-0.012773691705136531
AT2G05320,-0.010756389983748437
AT2G05370,-8.160377785595659e-05
AT2G05590,-0.013194846222957938
AT2G05620,-0.013092421219686384
AT2G05720,0.00017908122672561193
AT2G05830,-0.015140660810332648
AT2G05840,-0.013322316632871905
AT2G05910,-0.005308925027733773
AT2G05990,-0.016411841211604133
AT2G06000,-0.010952462778323669
AT2G06005,-0.010806215260145519
AT2G06010,-0.014088096445763107
AT2G06025,-0.014226335649398125
AT2G06040,-0.00998771414838419
AT2G06050,-0.011961113466688175
AT2G06510,-0.010244109249655893
AT2G06530,-0.012659970023182926
AT2G06925,-0.015082002128620575
AT2G06960,-1.090219469323444e-05
AT2G06990,-0.012997246092043961
AT2G07110,1.588980367347046e-05
AT2G07170,-0.010489628044306901
AT2G07360,-0.013973547789644068
AT2G07680,-0.012197329356963832
AT2G07690,-0.014766630860744374
AT2G10550,4.507389273883388e-06
AT2G10553,-0.000695452664496901
AT2G11000,-0.013689139601835855
AT2G11810,-0.0065639465124542225
AT2G11890,-0.010784450864037804
AT2G12550,-0.011331230391375725
AT2G12646,-0.0036069708243674807
AT2G13100,-0.011388542022443505
AT2G13290,-0.010271073069593213
AT2G13360,-0.013250645412716812
AT2G13370,-0.013431630579952062
AT2G13440,-0.014892491343942457
AT2G13540,-0.014625241827408571
AT2G13560,-0.015414625163487388
AT2G13620,0.0001328980501678192
AT2G13840,-0.012654076409043223
AT2G14050,-0.01019356235919257
AT2G14110,-0.012989130425412878
AT2G14120,-0.01403228035306859
AT2G14170,-0.014776092893929643
AT2G14255,-0.013307826295014293
AT2G14260,-0.01444608511009706
AT2G14285,-0.01392623931370477
AT2G14530,-0.01352657057793159
AT2G14635,-5.82267767732773e-05
AT2G14680,-0.013722520580802313
AT2G14695,-2.5017852257728973e-05
AT2G14835,-0.013475159817750887
AT2G14910,-0.013022256157047026
AT2G15230,-0.012607731030978958
AT2G15270,-0.0133002966222179
AT2G15280,-0.014406889325561752
AT2G15290,-0.015214825543245719
AT2G15400,-0.007109578466859373
AT2G15560,-0.01184018565999523
AT2G15620,-0.015164753196168727
AT2G15680,0.0004717731612066421
AT2G15695,-0.012773756530571318
AT2G15790,-0.014677729880600612
AT2G15820,-0.012854193677875134
AT2G15890,-0.01253403118263971
AT2G15900,-0.01346139034922374
AT2G15970,-0.014202578487328607
AT2G15980,-0.009933245856432302
AT2G16060,-0.011303834009262536
AT2G16070,-0.013480594612236737
AT2G16090,-0.011916290270366229
AT2G16230,-0.0019627464403504102
AT2G16365,-0.012604453272733566
AT2G16370,-0.014583569972241825
AT2G16390,-0.011175523303365933
AT2G16405,-0.012457122523187363
AT2G16440,-0.013965455084887725
AT2G16460,-0.013229326957305412
AT2G16500,-0.009956432588097901
AT2G16570,-0.006595678252375351
AT2G16595,-0.010992415146024103
AT2G16640,-0.013475420244103814
AT2G16660,-0.012669738993179209
AT2G16710,-0.012810017137675309
AT2G16750,-0.01087702437706715
AT2G16760,-0.005697725704633172
AT2G16780,-0.015021753802525281
AT2G16790,-0.009648161624522616
AT2G16800,-0.01379514678350286
AT2G16860,-0.013809209580910585
AT2G16880,-0.011198214933930657
AT2G16920,-0.012291765116616006
AT2G16930,-0.015033380904494784
AT2G16940,-0.015654766466739505
AT2G16950,-0.013883652867370755
AT2G17020,-0.012781735644669534
AT2G17033,-0.01381846083315875
AT2G17040,-0.009450947011488789
AT2G17180,0.0002360812499941031
AT2G17190,-0.013667956689159688
AT2G17250,-0.014713857155372791
AT2G17270,-0.010948508992064064
AT2G17320,-0.01557695318709944
AT2G17390,-0.01402706990746295
AT2G17420,-0.01125869371961693
AT2G17440,-0.01209241469370468
AT2G17500,-0.010712895250111229
AT2G17510,-0.014574661234182206
AT2G17520,-0.012318819493036445
AT2G17530,-0.012377683820354169
AT2G17540,-0.013600382288157187
AT2G17550,-0.011509360772870951
AT2G17570,-0.009822351261971214
AT2G17630,-0.012361697940826087
AT2G17695,-0.013246782464323896
AT2G17730,0.0022060211358403328
AT2G17840,-0.01032858358697637
AT2G17850,-0.0035500488682483193
AT2G17890,-0.0004605033519196489
AT2G17900,-0.011193622550379138
AT2G17930,-0.011493536152783302
AT2G17950,-0.0012970955762945757
AT2G17975,-0.013441585212584954
AT2G17980,-0.013351414266235073
AT2G17990,-0.01306471945076377
AT2G18000,-0.007969902170991123
AT2G18030,-0.013134611617462095
AT2G18040,-0.013163693909533383
AT2G18080,0.00012837549541646752
AT2G18100,-0.006487317519549977
AT2G18196,-0.008314806162733
AT2G18220,-0.01444438677335953
AT2G18245,-0.01239628762196567
AT2G18250,-0.01405009983403716
AT2G18290,-0.015209983068892987
AT2G18300,-0.01582132789021496
AT2G18330,-0.013499291794577728
AT2G18360,-0.00686417304474822
AT2G18390,-0.014454635293089326
AT2G18400,-0.014065511087788073
AT2G18410,-0.01285445087973212
AT2G18450,-0.0033759211154678792
AT2G18465,-0.012644446599331477
AT2G18510,-0.012051171043757655
AT2G18540,-0.0011758830996064966
AT2G18550,-0.0030688649314448953
AT2G18590,-0.00038558274505048375
AT2G18710,-0.01513933718740107
AT2G18730,-0.014920558757528245
AT2G18740,-0.015402550271861723
AT2G18760,-0.010285890716896404
AT2G18770,-0.013245780298294301
AT2G18790,-0.013476254660908127
AT2G18840,-0.012580008784749306
AT2G18876,-0.014353677157491734
AT2G18890,-0.013551825778602346
AT2G18900,-0.014267693103762948
AT2G18910,-0.01482599579206935
AT2G18940,-0.012648299475971306
AT2G18950,-0.014200858522721276
AT2G18990,-0.0140468561910574
AT2G19080,-0.01400638069207742
AT2G19090,-0.009941946477801174
AT2G19110,-0.01335146588717195
AT2G19120,-0.007881783910390168
AT2G19170,-0.013414030974865362
AT2G19240,-0.003894603465934487
AT2G19260,-0.011468415659557227
AT2G19270,-0.013109490714210751
AT2G19330,-0.0052953737279714756
AT2G19340,-0.010254770320875515
AT2G19350,-0.011953455135938162
AT2G19385,-0.014476326384389613
AT2G19390,-0.011017236378120625
AT2G19400,-0.010353874747746917
AT2G19410,-0.0005376396917448178
AT2G19450,-0.011342411256498767
AT2G19490,-0.011809087491430326
AT2G19520,-0.015179320845340292
AT2G19540,-0.01533226524338269
AT2G19560,-0.013374111950918168
AT2G19570,0.002236004385559287
AT2G19670,-0.01394095076917796
AT2G19680,-0.013092106530981718
AT2G19720,-0.015044317363322604
AT2G19730,-0.013396089545404893
AT2G19780,-0.010754365551770359
AT2G19790,-0.013573099819313964
AT2G19870,-0.013573730501275246
AT2G19880,-0.013998304650145994
AT2G19910,-0.0068809791165197875
AT2G19940,-0.01534091497070503
AT2G19950,-0.013861290438304778
AT2G20000,-0.013347494092290392
AT2G20010,-0.009391860586402996
AT2G20020,-0.014823825807325504
AT2G20050,-0.014544961725567634
AT2G20080,-0.002789161527841243
AT2G20110,-0.007538499741880379
AT2G20180,-0.014604030693081147
AT2G20190,-0.014049918916210736
AT2G20210,-0.011261974709636365
AT2G20230,-0.01494503685883948
AT2G20260,-0.016753350455496325
AT2G20280,-0.014292776448488627
AT2G20320,-0.009762605657797766
AT2G20330,-0.012969708186598277
AT2G20360,-0.01362741921273524
AT2G20410,-0.0112240676584868
AT2G20420,-0.014394733449123072
AT2G20495,-0.014056730112984228
AT2G20510,-0.0008886062291877211
AT2G20570,-0.01623669930310512
AT2G20580,-0.015079561617508886
AT2G20590,-0.009862724313342766
AT2G20635,-0.011545929959508677
AT2G20650,-0.0110934054904311
AT2G20680,-0.011784334481380172
AT2G20750,-0.01063966764002995
AT2G20780,-0.011852543550435137
AT2G20790,-0.013204986615292399
AT2G20810,-0.014781346308807269
AT2G20820,-0.012320640925813356
AT2G20825,-0.0010170434052346729
AT2G20830,-0.012749333119541455
AT2G20860,-0.012139053694732099
AT2G20880,-0.003699615280220954
AT2G20890,-0.014772152148790288
AT2G20900,-0.012777169566870824
AT2G20920,-0.011355202003867491
AT2G20930,-0.014329056848110582
AT2G20940,-0.010607120329830199
AT2G20980,-0.011073622561357391
AT2G21150,-0.015002025484832022
AT2G21170,-0.013377345541766365
AT2G21230,-0.011398953437121785
AT2G21250,-0.014735856557808258
AT2G21270,-0.014579468505225441
AT2G21280,-0.016530515263588064
AT2G21290,-0.011861710409604053
AT2G21320,-0.01322047601300075
AT2G21350,-0.00881052388563188
AT2G21370,-0.016516233002270276
AT2G21380,-0.014917248697989962
AT2G21385,-0.01635394959974447
AT2G21440,-0.01449938858878049
AT2G21470,-0.01358949311651221
AT2G21530,-0.0171310459989783
AT2G21620,-0.012424798779420935
AT2G21710,-0.012346221923139188
AT2G21720,-0.0008416726394277152
AT2G21790,-0.015610959666938809
AT2G21800,-0.006875518184412216
AT2G21860,-0.013762798544943462
AT2G21870,-0.013003339211168105
AT2G21960,-0.01614930492933248
AT2G21990,-0.0011617633692258575
AT2G22010,-0.011757561995677651
AT2G22070,-0.0055715462489320106
AT2G22120,-0.01260721918290856
AT2G22125,-0.01365043207407879
AT2G22230,-0.01675296844513302
AT2G22240,-0.012780605782050179
AT2G22250,-0.013579058005286285
AT2G22260,-0.009808385564045945
AT2G22300,-0.013269821838228304
AT2G22310,-0.012046936786663139
AT2G22360,-0.013916363062700646
AT2G22370,-0.012834109187052047
AT2G22400,-0.0155454253211475
AT2G22410,-0.00771295039986169
AT2G22420,-0.012479686695806447
AT2G22425,-0.012935038582038432
AT2G22480,-0.014433583657534632
AT2G22530,-0.011600353052188053
AT2G22570,-0.012783268264492583
AT2G22640,-0.012896992888263435
AT2G22660,-0.01467560756589596
AT2G22690,-0.0105229189251076
AT2G22720,-0.013054237161116375
AT2G22730,-0.010570446153072777
AT2G22780,-0.01348715359771945
AT2G22840,-0.013592407583557344
AT2G22870,-0.01304796418662027
AT2G22910,-0.013231433842925277
AT2G23093,-0.010159349631690313
AT2G23096,-0.000435776063282564
AT2G23140,-0.01198155153936858
AT2G23360,-0.01204789849322338
AT2G23390,-0.015316500761458275
AT2G23420,-0.014135762361312918
AT2G23450,-0.01097839171595905
AT2G23460,-0.013781495196536613
AT2G23530,-0.006377816224987455
AT2G23540,-0.007231776733516538
AT2G23740,-0.012854085812425553
AT2G23760,-0.012990597267547182
AT2G23890,-0.013385543379603848
AT2G23930,-0.014865092975652906
AT2G23940,-0.013795740926285245
AT2G24000,-0.00036572465103651186
AT2G24020,-0.016351618475446205
AT2G24030,-0.004435304165784706
AT2G24050,-0.013716363428378028
AT2G24060,-0.016579396287054255
AT2G24130,1.2616056915062677e-05
AT2G24140,-0.004659257978708641
AT2G24200,-0.014258059377936373
AT2G24220,-0.011891572813220756
AT2G24230,-0.012030067883870763
AT2G24240,-0.00742056969431188
AT2G24260,-0.01056637450611938
AT2G24270,-0.01662024738360343
AT2G24330,-0.012997051895529518
AT2G24360,-0.011400721355621698
AT2G24390,-0.012004648790042188
AT2G24410,-0.00016845073867886287
AT2G24420,-0.01477916074895898
AT2G24500,-0.01341768738827449
AT2G24530,-0.00941986575665091
AT2G24580,-0.012255504140692283
AT2G24640,-0.012087800114028711
AT2G24692,-0.00788574038197582
AT2G24765,-0.014291334420173092
AT2G24800,-0.0033761795418575124
AT2G24820,-0.014282714499307327
AT2G24830,-0.013252494084306217
AT2G24860,-0.011788949948520887
AT2G24940,-0.010737407668932325
AT2G24970,-0.011242634894630106
AT2G24990,-0.011111941598055173
AT2G25100,-0.01500454037133542
AT2G25110,-0.013026198476358428
AT2G25130,-0.003665642278835065
AT2G25170,-0.014851556693565976
AT2G25280,-0.01481431221905901
AT2G25290,-0.00981816918097936
AT2G25300,-0.012293902491789405
AT2G25310,-0.014319940021518233
AT2G25320,-0.011784903558411303
AT2G25350,-0.011101499719658571
AT2G25355,-0.013290125572810832
AT2G25430,-0.011733575501821162
AT2G25480,-0.015055326360777676
AT2G25500,-0.0002666067463670742
AT2G25530,-0.01069989958074328
AT2G25570,-0.013152653691287068
AT2G25610,-0.012659072151977162
AT2G25620,-0.012536763121820654
AT2G25640,-0.01138202157442434
AT2G25660,-0.012502087262134368
AT2G25670,-0.01264060119850635
AT2G25720,-0.012193917028690382
AT2G25730,-0.012077652843818284
