SampleID,family,tissue,stress,AboveBelow,VegetativeRepro,PC1,PC2
DRR106526,Cucurbitaceae,leaf,healthy,Above,Vegetative,-15.396505284293148,20.32835271801124
DRR106527,Cucurbitaceae,flower,healthy,Above,Reproductive,43.63645060225505,-38.5155712675352
DRR106528,Cucurbitaceae,root,healthy,Below,Vegetative,-24.133422808165143,-60.021986801938176
DRR106529,Cucurbitaceae,stem,healthy,Above,Vegetative,-36.45541275940704,-30.947437460463668
DRR106530,Cucurbitaceae,stem,healthy,Above,Vegetative,-38.968394752188146,-32.211388449490826
DRR106531,Cucurbitaceae,stem,healthy,Above,Vegetative,-39.03710427101634,-14.371270053743798
DRR106532,Cucurbitaceae,leaf,healthy,Above,Vegetative,-54.24276124237833,0.4519038385101709
ERR1662989,Cucurbitaceae,stem,healthy,Above,Vegetative,71.6785491352396,-19.5875853101772
ERR1662990,Cucurbitaceae,stem,healthy,Above,Vegetative,90.35073712134292,-11.701875247030555
ERR1662991,Cucurbitaceae,stem,healthy,Above,Vegetative,28.098100084451726,-25.781744130796223
ERR1662992,Cucurbitaceae,stem,healthy,Above,Vegetative,61.62298691778345,-20.687647170988477
ERR1662993,Cucurbitaceae,stem,biotic,Above,Vegetative,32.539739498030215,-23.74578367159627
ERR1662994,Cucurbitaceae,stem,biotic,Above,Vegetative,48.892382801948386,-22.94187698936549
ERR1662995,Cucurbitaceae,stem,biotic,Above,Vegetative,107.64129846329554,-14.824468427764167
ERR1662996,Cucurbitaceae,stem,biotic,Above,Vegetative,81.34399131684646,-18.75208796745901
ERR1662997,Cucurbitaceae,stem,healthy,Above,Vegetative,58.6624371866532,-22.583885083272392
ERR1662998,Cucurbitaceae,stem,healthy,Above,Vegetative,48.128567935306805,-21.812154549694053
ERR1662999,Cucurbitaceae,stem,healthy,Above,Vegetative,16.452921705187418,-28.065878253655058
ERR1663000,Cucurbitaceae,stem,healthy,Above,Vegetative,22.904134375193767,-30.30271441163015
ERR1663001,Cucurbitaceae,stem,biotic,Above,Vegetative,107.69530921814108,-14.188622593554566
ERR1663002,Cucurbitaceae,stem,biotic,Above,Vegetative,87.22003895937897,-16.289324832887964
ERR1663003,Cucurbitaceae,stem,biotic,Above,Vegetative,8.498334102846252,-34.0878476644471
ERR1663004,Cucurbitaceae,stem,biotic,Above,Vegetative,33.78581539449972,-32.85126318180455
SRR5465679,Cucurbitaceae,flower,healthy,Above,Reproductive,-30.872393669894862,-36.279232690768076
SRR5465681,Cucurbitaceae,flower,healthy,Above,Reproductive,-31.51452966991101,-36.402876370582696
SRR5465682,Cucurbitaceae,flower,healthy,Above,Reproductive,-38.50174377903077,-44.062700303802984
SRR5465684,Cucurbitaceae,flower,healthy,Above,Reproductive,-40.245819280608664,-44.19721419122263
SRR5465686,Cucurbitaceae,root,healthy,Below,Vegetative,-21.03064284786257,-71.20193112790201
SRR5465696,Cucurbitaceae,root,healthy,Below,Vegetative,-19.65293761410955,-70.63877671758365
SRR5465688,Cucurbitaceae,fruit,healthy,Above,Reproductive,19.78092684973778,-47.23634664506371
SRR5465690,Cucurbitaceae,fruit,healthy,Above,Reproductive,18.583460642711987,-43.871454516255966
SRR5465692,Cucurbitaceae,leaf,healthy,Above,Vegetative,-18.679672399933047,29.525605748498272
SRR5465694,Cucurbitaceae,leaf,healthy,Above,Vegetative,-21.07471535220216,29.285255295615382
SRR9651393,Cucurbitaceae,leaf,cold,Above,Vegetative,-6.1889939864085735,2.368186579318201
SRR2508879,Cucurbitaceae,leaf,healthy,Above,Vegetative,56.24637758147474,25.244296873099106
SRR2508880,Cucurbitaceae,leaf,salt,Above,Vegetative,31.94778234655435,-5.68824336815295
SRR2508881,Cucurbitaceae,leaf,healthy,Above,Vegetative,152.28708055865232,45.76205040035392
SRR2508882,Cucurbitaceae,leaf,salt,Above,Vegetative,47.31471581304269,-8.2568297560273
SRR6986536,Cucurbitaceae,leaf,healthy,Above,Vegetative,-46.66903658718084,-11.940234640341307
SRR6986537,Cucurbitaceae,leaf,healthy,Above,Vegetative,-18.23658115274142,-22.25590768604757
SRR6986539,Cucurbitaceae,leaf,healthy,Above,Vegetative,-50.246166167158506,-6.342231222054084
SRR6986538,Cucurbitaceae,leaf,healthy,Above,Vegetative,-47.290429920397884,-9.975314329898168
SRR6986540,Cucurbitaceae,leaf,healthy,Above,Vegetative,-45.68593855634784,-9.236575176578222
SRR6986541,Cucurbitaceae,leaf,healthy,Above,Vegetative,-40.549606170880686,-7.979179724426217
SRR6986542,Cucurbitaceae,leaf,healthy,Above,Vegetative,-46.195142993390384,-6.41149959382275
SRR6986543,Cucurbitaceae,leaf,healthy,Above,Vegetative,-43.793794341740465,-2.111380139933874
SRR6986545,Cucurbitaceae,leaf,healthy,Above,Vegetative,-47.940908959238826,-4.386990729455966
SRR6986544,Cucurbitaceae,leaf,biotic,Above,Vegetative,-40.78828608308127,-6.703680849755819
SRR6986548,Cucurbitaceae,leaf,biotic,Above,Vegetative,-39.194487596388164,-9.682639422468268
SRR6986549,Cucurbitaceae,leaf,biotic,Above,Vegetative,-42.75550454304136,-12.782065090835161
SRR6986546,Cucurbitaceae,leaf,biotic,Above,Vegetative,-39.029063747860754,-0.5208922148551376
SRR6986547,Cucurbitaceae,leaf,biotic,Above,Vegetative,-39.3494103157925,2.405981619543739
SRR6986553,Cucurbitaceae,leaf,biotic,Above,Vegetative,-39.885134862568236,1.2612082637858344
SRR6986550,Cucurbitaceae,leaf,biotic,Above,Vegetative,-10.195917106063664,-12.314576456115487
SRR6986551,Cucurbitaceae,leaf,biotic,Above,Vegetative,-38.8309414678873,2.749046265131515
SRR6986552,Cucurbitaceae,leaf,biotic,Above,Vegetative,-37.18187801176021,1.0328878755120094
SRR11659065,Cucurbitaceae,fruit,healthy,Above,Reproductive,33.95596338907825,-9.993205481159547
SRR11659066,Cucurbitaceae,fruit,healthy,Above,Reproductive,3.294979607292869,-11.417207603960607
SRR11659067,Cucurbitaceae,fruit,healthy,Above,Reproductive,33.68894134885045,-11.289475394852316
SRR11659068,Cucurbitaceae,fruit,healthy,Above,Reproductive,11.242805077370619,-11.590004346111224
SRR11659069,Cucurbitaceae,fruit,healthy,Above,Reproductive,0.2639669937583331,-32.6988376644198
SRR11659070,Cucurbitaceae,fruit,healthy,Above,Reproductive,43.613094725254,-13.958315650051507
SRR11659071,Cucurbitaceae,fruit,healthy,Above,Reproductive,36.701069206815845,-29.823839767248053
SRR11659072,Cucurbitaceae,fruit,healthy,Above,Reproductive,44.35604383574552,4.3150839643402765
SRR11659073,Cucurbitaceae,fruit,healthy,Above,Reproductive,4.343196814462384,-16.61937263341079
SRR11659074,Cucurbitaceae,fruit,healthy,Above,Reproductive,4.452174741476503,-29.268851577304172
SRR9691130,Cucurbitaceae,flower,healthy,Above,Reproductive,-30.118813559446483,-36.39960821363688
SRR9691131,Cucurbitaceae,flower,other,Above,Reproductive,-26.30310325822898,-43.116187518627555
SRR9691132,Cucurbitaceae,flower,healthy,Above,Reproductive,-28.956549148040153,-34.826376954106294
SRR9691133,Cucurbitaceae,flower,other,Above,Reproductive,-22.388326602509032,-41.1321813971195
SRR9648343,Cucurbitaceae,leaf,healthy,Above,Vegetative,30.762228880607637,35.66490928049119
SRR9648344,Cucurbitaceae,leaf,healthy,Above,Vegetative,18.268667424811426,22.68458646531665
SRR9648345,Cucurbitaceae,leaf,healthy,Above,Vegetative,14.22262817534112,-70.05238320446523
SRR9648346,Cucurbitaceae,leaf,healthy,Above,Vegetative,-16.900745632389725,8.130702832442081
SRR9648347,Cucurbitaceae,leaf,healthy,Above,Vegetative,-3.662909335157814,2.4597727023277827
SRR9648350,Cucurbitaceae,leaf,healthy,Above,Vegetative,14.28997627334334,-68.26765982594148
SRR9648351,Cucurbitaceae,leaf,healthy,Above,Vegetative,33.88785191516891,-63.22431889604544
SRR9648358,Cucurbitaceae,leaf,healthy,Above,Vegetative,29.434053350456175,-69.85631960737173
SRR9648359,Cucurbitaceae,leaf,healthy,Above,Vegetative,49.595182897140155,-63.868163181640995
SRR9648361,Cucurbitaceae,leaf,healthy,Above,Vegetative,12.687098878825697,-71.95877126063144
SRR9648362,Cucurbitaceae,leaf,healthy,Above,Vegetative,-11.499511860207738,11.044040970068082
SRR9648363,Cucurbitaceae,leaf,healthy,Above,Vegetative,11.27809228971111,2.875337950506082
SRR7138072,Cucurbitaceae,leaf,salt,Above,Vegetative,53.928157274010985,44.92094904319829
SRR7138073,Cucurbitaceae,leaf,salt,Above,Vegetative,46.981550363819636,37.43305939631972
SRR7138081,Cucurbitaceae,leaf,salt,Above,Vegetative,57.54766036420945,46.83135149793284
SRR7138074,Cucurbitaceae,leaf,healthy,Above,Vegetative,66.57745366664379,47.4641441386991
SRR7138075,Cucurbitaceae,leaf,healthy,Above,Vegetative,70.70400757576675,44.98485262217474
SRR7138076,Cucurbitaceae,leaf,healthy,Above,Vegetative,58.01640820723895,42.74308290924917
SRR7138077,Cucurbitaceae,leaf,healthy,Above,Vegetative,54.79698219850608,46.757664888739995
SRR7138078,Cucurbitaceae,leaf,healthy,Above,Vegetative,77.92416279856315,51.756832465714304
SRR7138079,Cucurbitaceae,leaf,healthy,Above,Vegetative,62.2502893658205,46.29443955964046
SRR7138080,Cucurbitaceae,leaf,salt,Above,Vegetative,40.61705517143464,29.1953759624958
SRR7138088,Cucurbitaceae,leaf,salt,Above,Vegetative,40.351217801436704,26.41434245947646
SRR7138089,Cucurbitaceae,leaf,salt,Above,Vegetative,38.096391408858615,22.529228597932427
SRR6821832,Cucurbitaceae,root,salt,Below,Vegetative,40.77117481851459,-63.472692354903025
SRR6821833,Cucurbitaceae,root,salt,Below,Vegetative,47.352830888547835,-62.97439034024243
SRR6821834,Cucurbitaceae,root,salt,Below,Vegetative,58.46485425613965,-60.21032266628324
SRR6821838,Cucurbitaceae,root,healthy,Below,Vegetative,50.0296074794306,-67.08557132322868
SRR6821839,Cucurbitaceae,root,healthy,Below,Vegetative,52.246829372456475,-66.83298159122597
SRR6821840,Cucurbitaceae,root,healthy,Below,Vegetative,42.11570049364648,-68.94206803666314
SRR5504342,Cucurbitaceae,root,healthy,Below,Vegetative,48.61574630932725,-55.75499999883561
SRR5504343,Cucurbitaceae,root,healthy,Below,Vegetative,42.20235959839515,-57.822489626222975
SRR5504344,Cucurbitaceae,root,healthy,Below,Vegetative,38.54392684764308,-58.25407710760422
SRR5504345,Cucurbitaceae,stem,healthy,Above,Vegetative,16.43667417341481,-21.36588162027739
SRR5504346,Cucurbitaceae,stem,healthy,Above,Vegetative,18.271290053386434,-20.811583332972187
SRR5504347,Cucurbitaceae,stem,healthy,Above,Vegetative,18.838381870230883,-20.911499285490333
SRR5504348,Cucurbitaceae,leaf,healthy,Above,Vegetative,5.283545763567039,22.199948147472405
SRR5504349,Cucurbitaceae,leaf,healthy,Above,Vegetative,4.235462648137761,22.035963933416156
SRR5504350,Cucurbitaceae,fruit,healthy,Above,Reproductive,43.89487141299963,-31.512143395763978
SRR5504351,Cucurbitaceae,fruit,healthy,Above,Reproductive,47.06210937885723,-31.921444658992417
SRR12828719,Cucurbitaceae,leaf,biotic,Above,Vegetative,9.387223565220406,37.06901079395782
SRR12828720,Cucurbitaceae,leaf,biotic,Above,Vegetative,9.012865180639983,35.61863643781801
SRR12828721,Cucurbitaceae,leaf,biotic,Above,Vegetative,13.422385177191384,38.424062930719764
SRR12828722,Cucurbitaceae,leaf,biotic,Above,Vegetative,-2.3597012112417577,30.405201454244807
SRR12828723,Cucurbitaceae,leaf,biotic,Above,Vegetative,-10.812666630762797,24.147267175569436
SRR12828724,Cucurbitaceae,leaf,biotic,Above,Vegetative,-4.62873227486169,24.798027858809757
SRR8132885,Cucurbitaceae,fruit,healthy,Above,Reproductive,14.534830635986744,-28.682695174153398
SRR8132886,Cucurbitaceae,fruit,healthy,Above,Reproductive,14.914251410704804,-19.62136209228517
SRR8132887,Cucurbitaceae,fruit,other,Above,Reproductive,3.8696236228634335,-19.756022099075864
SRR8132888,Cucurbitaceae,fruit,healthy,Above,Reproductive,12.002932365776065,-23.379530753617644
SRR8132889,Cucurbitaceae,fruit,healthy,Above,Reproductive,7.516029805602978,-17.275325381913152
SRR8132890,Cucurbitaceae,fruit,other,Above,Reproductive,10.594157647905066,-22.391391171355036
SRR5883139,Cucurbitaceae,leaf,healthy,Above,Vegetative,-7.452594748211134,0.008043493099594401
SRR5883140,Cucurbitaceae,leaf,healthy,Above,Vegetative,-10.299912144886443,3.2502374198635327
SRR5883141,Cucurbitaceae,leaf,healthy,Above,Vegetative,-9.03364084398698,-2.0042245590547556
SRR5682044,Cucurbitaceae,leaf,healthy,Above,Vegetative,-2.3592764063167966,24.04302841941471
SRR5682047,Cucurbitaceae,leaf,healthy,Above,Vegetative,18.736799244792444,35.00604249853141
SRR6868816,Cucurbitaceae,leaf,healthy,Above,Vegetative,32.18512390305366,36.69668302293503
SRR6868824,Cucurbitaceae,leaf,healthy,Above,Vegetative,12.543185749792151,32.55680663037767
SRR6868829,Cucurbitaceae,leaf,healthy,Above,Vegetative,17.75934077211352,31.091752313517787
SRR6868817,Cucurbitaceae,leaf,biotic,Above,Vegetative,16.86534173860969,33.50498511755745
SRR6868819,Cucurbitaceae,leaf,biotic,Above,Vegetative,24.8792539509378,36.98827690409579
SRR6868823,Cucurbitaceae,leaf,biotic,Above,Vegetative,26.070625799218853,36.91382468336513
SRR6868818,Cucurbitaceae,leaf,biotic,Above,Vegetative,24.29813307889797,35.80231635636285
SRR6868825,Cucurbitaceae,leaf,biotic,Above,Vegetative,30.256642901982968,38.86537476739864
SRR6868828,Cucurbitaceae,leaf,biotic,Above,Vegetative,36.193085111174966,37.33766817841958
SRR6868820,Cucurbitaceae,leaf,biotic,Above,Vegetative,31.527618471777068,32.2265807573095
SRR6868821,Cucurbitaceae,leaf,biotic,Above,Vegetative,44.52882115963094,37.20262156150391
SRR6868822,Cucurbitaceae,leaf,biotic,Above,Vegetative,33.155218762036924,35.49870094692977
SRR6868826,Cucurbitaceae,leaf,healthy,Above,Vegetative,16.03669435595283,32.25753946629322
SRR6868827,Cucurbitaceae,leaf,healthy,Above,Vegetative,18.88086186141368,30.89855443584118
SRR6868832,Cucurbitaceae,leaf,healthy,Above,Vegetative,24.98884425036495,34.05193994515506
SRR6868830,Cucurbitaceae,leaf,healthy,Above,Vegetative,27.769798004387397,32.08889746428399
SRR6868831,Cucurbitaceae,leaf,healthy,Above,Vegetative,18.94789201357604,34.84946889292356
SRR6868833,Cucurbitaceae,leaf,healthy,Above,Vegetative,33.74172816974359,37.65226314154791
SRR3938279,Amaranthacea,stem,healthy,Above,Vegetative,-16.92452174525876,-29.166064237915744
SRR3938280,Amaranthacea,stem,healthy,Above,Vegetative,-5.440198898024109,-17.748540420317415
SRR3938281,Amaranthacea,seedling,healthy,WholePlant,WholePlant,25.042029406356,27.01962914309271
SRR3938282,Amaranthacea,flower,healthy,Above,Reproductive,-10.645107078411959,-28.415871428149114
SRR3938283,Amaranthacea,leaf,healthy,Above,Vegetative,37.31061054963173,32.035191271611545
SRR3938284,Amaranthacea,stem,healthy,Above,Vegetative,9.4197457462809,-20.80482338625194
SRR5920414,Brassicaceae,stem,healthy,Above,Vegetative,-10.716534817934157,17.84105369292297
SRR5920413,Brassicaceae,stem,healthy,Above,Vegetative,-13.153445432308345,17.182543535441198
SRR5920412,Brassicaceae,stem,healthy,Above,Vegetative,-10.617767100718133,19.618652470948664
SRR5920411,Brassicaceae,stem,salt,Above,Vegetative,-12.740260301507503,16.157570084155388
SRR5920410,Brassicaceae,stem,salt,Above,Vegetative,-17.495311684693526,10.094821399313531
SRR5920409,Brassicaceae,stem,salt,Above,Vegetative,-13.361164039724983,11.857006188917993
SRR5920408,Brassicaceae,root,healthy,Below,Vegetative,-16.59487774344533,-79.22041462214774
SRR5920407,Brassicaceae,root,healthy,Below,Vegetative,-16.80986268826298,-76.57277183360365
SRR5920406,Brassicaceae,root,healthy,Below,Vegetative,-14.782851569949255,-79.41386854828848
SRR5920405,Brassicaceae,root,salt,Below,Vegetative,-5.395465982730657,-68.69221949767432
SRR5920404,Brassicaceae,root,salt,Below,Vegetative,-9.783869031892397,-72.39227155108797
SRR5920403,Brassicaceae,root,salt,Below,Vegetative,-10.54280144819912,-72.50666395368773
SRR1171897,Brassicaceae,leaf,healthy,Above,Vegetative,27.638583967362326,45.70781343425252
SRR1171899,Brassicaceae,leaf,healthy,Above,Vegetative,21.52040814016657,42.89796779606411
SRR1171901,Brassicaceae,leaf,healthy,Above,Vegetative,20.923073283067996,44.995396311213376
SRR1171925,Brassicaceae,stem,healthy,Above,Vegetative,17.665072539708536,-18.201862313127027
SRR1171927,Brassicaceae,stem,healthy,Above,Vegetative,11.692822541578982,-12.463273244175861
SRR1171926,Brassicaceae,stem,healthy,Above,Vegetative,15.277120869764994,-15.898866698386012
SRR1171928,Brassicaceae,root,healthy,Below,Vegetative,17.231794464566576,-66.7134192815726
SRR1171929,Brassicaceae,root,healthy,Below,Vegetative,16.064412085968012,-66.72644314447197
SRR1171931,Brassicaceae,root,healthy,Below,Vegetative,14.339436858351013,-65.65607485889939
SRR1171951,Brassicaceae,flower,healthy,Above,Reproductive,12.994302490037711,-7.682733135634151
SRR1171950,Brassicaceae,flower,healthy,Above,Reproductive,1.9449514746417025,-5.806406230354652
SRR1171949,Brassicaceae,flower,healthy,Above,Reproductive,8.6340723167682,-6.44835501721094
SRR1171972,Brassicaceae,seed,healthy,WholePlant,Reproductive,44.159676846553445,-34.262471137942335
SRR1171971,Brassicaceae,seed,healthy,WholePlant,Reproductive,38.35196115145936,-39.94269800220469
SRR1171973,Brassicaceae,seed,healthy,WholePlant,Reproductive,34.97078897365056,-40.70075827614166
SRR2148999,Apiaceae,seed,healthy,WholePlant,Reproductive,11.441449636198639,-61.03064848259607
SRR2148998,Apiaceae,leaf,other,Above,Vegetative,-3.1003744465416325,-33.299746444137774
SRR2148997,Apiaceae,root,other,Below,Vegetative,16.168590053722717,-54.6991874490522
SRR2148996,Apiaceae,leaf,other,Above,Vegetative,23.555626688359943,2.585682284852938
SRR2148994,Apiaceae,leaf,other,Above,Vegetative,5.705419586318442,-30.698780045389505
SRR2148993,Apiaceae,leaf,other,Above,Vegetative,7.925218302868183,-3.0385256516565375
SRR2148992,Apiaceae,stem,healthy,Above,Vegetative,3.9619765591294285,-75.00054243777421
SRR2148991,Apiaceae,root,healthy,Below,Vegetative,62.89087223966462,-58.646598607469215
SRR2148990,Apiaceae,root,healthy,Below,Vegetative,7.675051470224476,-32.51233953549786
SRR2148989,Apiaceae,root,healthy,Below,Vegetative,3.5621223539522897,-21.564577066855435
SRR2148988,Apiaceae,root,healthy,Below,Vegetative,3.2894648594745584,-32.691206730576155
SRR2148987,Apiaceae,stem,healthy,Above,Vegetative,18.34727791350361,-18.985634758172537
SRR2148986,Apiaceae,leaf,healthy,Above,Vegetative,28.469336650725122,16.041157290545854
SRR2148985,Apiaceae,leaf,healthy,Above,Vegetative,14.654263241119555,17.546990385911347
SRR2148984,Apiaceae,leaf,healthy,Above,Vegetative,-10.383584384680425,-19.90952479348695
SRR2148983,Apiaceae,flower,healthy,Above,Reproductive,-1.6395733745172947,-22.618276581327457
SRR2148982,Apiaceae,flower,healthy,Above,Reproductive,17.426890537151042,16.257896607468428
SRR2148981,Apiaceae,flower,healthy,Above,Reproductive,21.07484406726103,20.776983304219634
SRR2148980,Apiaceae,flower,healthy,Above,Reproductive,4.041107134838827,-19.369157340671357
SRR2148979,Apiaceae,flower,healthy,Above,Reproductive,-20.129020637405173,-45.334703542162956
ERR1817363,Rosaceae,leaf,healthy,Above,Vegetative,-20.062958624801958,9.048030824701504
ERR1817364,Rosaceae,leaf,healthy,Above,Vegetative,-22.822236720909267,8.143871976475014
ERR1817365,Rosaceae,leaf,healthy,Above,Vegetative,-21.903529218412743,8.075675463410864
ERR1817366,Rosaceae,root,healthy,Below,Vegetative,22.762174683798392,-62.06592794741982
ERR1817367,Rosaceae,root,healthy,Below,Vegetative,21.492810921102244,-60.44895173644704
ERR1817368,Rosaceae,root,healthy,Below,Vegetative,22.204810364476998,-62.38611793666469
SRR8298768,Rosaceae,leaf,healthy,Above,Vegetative,-0.015562406690815878,-16.985890394200684
SRR8298769,Rosaceae,flower,healthy,Above,Reproductive,-15.06108941595722,-20.815594857597013
SRR8298770,Rosaceae,flower,healthy,Above,Reproductive,11.689262028320343,-69.6192170564466
SRR8298771,Rosaceae,root,salt,Below,Vegetative,29.60145386202846,-63.31714409422695
SRR8298772,Rosaceae,root,healthy,Below,Vegetative,-31.144818638470987,-27.139975182302667
SRR1695160,Malvaceae,seed,healthy,WholePlant,Reproductive,-13.478880896737738,-63.14355012300004
SRR1695161,Malvaceae,seed,healthy,WholePlant,Reproductive,-39.31576478890563,-71.65332165191474
SRR1695162,Malvaceae,seed,healthy,WholePlant,Reproductive,-28.50116257222441,-54.91492901127035
SRR1695163,Malvaceae,seedling,healthy,WholePlant,WholePlant,-33.463516174535684,-13.302299895714405
SRR1695164,Malvaceae,seedling,healthy,WholePlant,WholePlant,-31.21310601860932,8.21385319895983
SRR1695165,Malvaceae,seedling,healthy,WholePlant,WholePlant,11.648657782169998,14.813620582254124
SRR1695166,Malvaceae,seedling,healthy,WholePlant,WholePlant,14.465521434812898,7.267890171045428
SRR1695167,Malvaceae,seedling,healthy,WholePlant,WholePlant,-4.34602698101922,5.659289794735458
SRR1695168,Malvaceae,root,healthy,Below,Vegetative,-33.81327163081682,-60.56086890114143
SRR1695169,Malvaceae,root,healthy,Below,Vegetative,-28.590690096968867,-55.12397423154729
SRR1695170,Malvaceae,root,healthy,Below,Vegetative,-34.44744437656895,-59.61689218421222
SRR1695171,Malvaceae,root,healthy,Below,Vegetative,-31.706329513562302,-63.49486409077414
SRR1695172,Malvaceae,root,healthy,Below,Vegetative,-30.15901923350491,-60.116665783409886
SRR1695173,Malvaceae,root,healthy,Below,Vegetative,-32.979504680262494,-40.007280713699195
SRR1695174,Malvaceae,stem,healthy,Above,Vegetative,-27.244994218876418,-75.96356503915706
SRR1695175,Malvaceae,leaf,healthy,Above,Vegetative,-43.8770227199583,-38.11726879798868
SRR1695176,Malvaceae,other,healthy,Other,Other,-47.017876629399986,0.00803468849462008
SRR1695177,Malvaceae,flower,healthy,Above,Reproductive,36.11691692997811,-34.0466921201217
SRR1695178,Malvaceae,flower,healthy,Above,Reproductive,47.60686130288465,-45.93011435782237
SRR1695179,Malvaceae,flower,healthy,Above,Reproductive,-53.02183309249527,-57.01161663156233
SRR1695180,Malvaceae,other,healthy,Other,Other,-13.83013787062372,12.742218081567854
SRR1695181,Malvaceae,other,healthy,Other,Other,-50.81640781962555,-63.75077311065663
SRR1695182,Malvaceae,other,healthy,Other,Other,-43.60191165297824,-59.46356231464987
SRR1695183,Malvaceae,other,healthy,Other,Other,-44.527001007382935,-64.11633332294726
SRR1695184,Malvaceae,other,healthy,Other,Other,-40.95556181867967,-55.4556662543002
SRR1695185,Malvaceae,other,healthy,Other,Other,-38.08392424388,-62.55359096676973
SRR1695186,Malvaceae,other,healthy,Other,Other,-26.293100156186433,-57.11200322450848
SRR1695187,Malvaceae,other,healthy,Other,Other,-33.495957103419606,-62.590404230088446
SRR1695188,Malvaceae,other,healthy,Other,Other,-37.647194890185,-69.0227703578419
SRR1695189,Malvaceae,other,healthy,Other,Other,-1.003153650821352,-56.1862531747811
SRR1695190,Malvaceae,other,healthy,Other,Other,41.80754278334875,-52.83564501154596
SRR1695191,Malvaceae,other,healthy,Other,Other,-10.819620059380291,-61.211868619011376
SRR1695192,Malvaceae,other,healthy,Other,Other,21.147741830735338,-55.67360778038573
SRR1695193,Malvaceae,other,healthy,Other,Other,2.354714040831993,-55.93026910781424
SRR1695194,Malvaceae,other,healthy,Other,Other,-18.380403256224515,-58.43668539523648
SRR1768504,Malvaceae,leaf,cold,Above,Vegetative,23.09782681490253,35.79508610302682
SRR1768505,Malvaceae,leaf,cold,Above,Vegetative,23.470477861717164,35.534696768267096
SRR1768506,Malvaceae,leaf,cold,Above,Vegetative,22.528614777981943,30.151729325203224
SRR1768507,Malvaceae,leaf,cold,Above,Vegetative,55.50897164510988,31.991172444339
SRR1768508,Malvaceae,leaf,heat,Above,Vegetative,86.02570901572123,29.76688685026122
SRR1768509,Malvaceae,leaf,heat,Above,Vegetative,-4.495800469066931,27.140507587349493
SRR1768510,Malvaceae,leaf,heat,Above,Vegetative,-5.359054693481519,15.215434682882746
SRR1768511,Malvaceae,leaf,heat,Above,Vegetative,-44.07095835050557,5.573414235829593
SRR1768512,Malvaceae,leaf,salt,Above,Vegetative,6.34938877607049,36.99727993161168
SRR1768513,Malvaceae,leaf,salt,Above,Vegetative,7.115919208953118,36.13378718172151
SRR1768514,Malvaceae,leaf,salt,Above,Vegetative,-4.438090188573932,21.917307025525016
SRR1768515,Malvaceae,leaf,salt,Above,Vegetative,-48.02670237026888,-3.8246194230022628
SRR1768516,Malvaceae,leaf,other,Above,Vegetative,1.7660181137686493,33.21560914198979
SRR1768517,Malvaceae,leaf,other,Above,Vegetative,-1.1518335547599703,32.57160957342671
SRR1768518,Malvaceae,leaf,other,Above,Vegetative,2.339155381496324,29.8885691758922
SRR1768519,Malvaceae,leaf,other,Above,Vegetative,-35.1408075853291,-1.7265244172239302
SRR1768520,Malvaceae,leaf,healthy,Above,Vegetative,60.73822051214193,45.21438595083967
SRR1768521,Malvaceae,leaf,healthy,Above,Vegetative,-12.143109796760445,30.861340661935017
SRR1768522,Malvaceae,leaf,healthy,Above,Vegetative,3.4083450588176722,34.9813223856609
SRR1768523,Malvaceae,leaf,healthy,Above,Vegetative,-9.909486525807008,26.382164036298644
SRR1768524,Malvaceae,leaf,healthy,Above,Vegetative,-46.47473028274766,-0.6735708246159782
SRR8113445,Malvaceae,leaf,cold,Above,Vegetative,-4.8642975816319725,21.15592880086269
SRR8115523,Malvaceae,leaf,cold,Above,Vegetative,-3.9754535025850926,29.63700255336218
SRR8136840,Malvaceae,leaf,cold,Above,Vegetative,-1.3090972167630666,21.82818505761017
SRR8117284,Malvaceae,leaf,cold,Above,Vegetative,-2.399552047540814,22.71099927063477
SRR8142950,Malvaceae,leaf,cold,Above,Vegetative,-1.6558439775957816,21.02997625590611
SRR8146228,Malvaceae,leaf,cold,Above,Vegetative,9.17865133458741,5.553620676065507
SRR8149448,Malvaceae,leaf,cold,Above,Vegetative,-8.536923666606583,15.790660654361886
SRR8156069,Malvaceae,leaf,cold,Above,Vegetative,-35.616814359112965,8.944946275016113
SRR8162806,Malvaceae,leaf,cold,Above,Vegetative,-23.32074473809301,11.054780549461487
SRR8121126,Malvaceae,leaf,healthy,Above,Vegetative,-33.122853875623775,15.963043756681845
SRR8144251,Malvaceae,leaf,healthy,Above,Vegetative,-33.31135256113165,11.211697704628797
SRR8156028,Malvaceae,leaf,healthy,Above,Vegetative,-30.447834465276298,19.182123971282884
SRR8894224,Malvaceae,seedling,salt,WholePlant,WholePlant,-13.153883478061857,-77.26132618554472
SRR8894225,Malvaceae,seedling,salt,WholePlant,WholePlant,-18.562672136230933,-73.84573008249122
SRR8894261,Malvaceae,seedling,salt,WholePlant,WholePlant,-7.209860390032483,-74.22739197012793
SRR8894260,Malvaceae,seedling,salt,WholePlant,WholePlant,-16.760968247565394,-80.70671490846014
SRR8894259,Malvaceae,seedling,salt,WholePlant,WholePlant,-6.059017818415547,-77.04920716907415
SRR8894258,Malvaceae,seedling,salt,WholePlant,WholePlant,-16.566045475628364,-82.00559489985514
SRR8894243,Malvaceae,seedling,healthy,WholePlant,WholePlant,-4.343767157220398,-73.00533935638249
SRR8894245,Malvaceae,seedling,healthy,WholePlant,WholePlant,-7.495317251477827,-72.61346370588222
