SampleID,family,tissue,stress,AboveBelow,VegetativeRepro,PC1,PC2
SRR5958095,Musaceae,root,healthy,Below,Vegetative,51.455185699531754,-63.96789193096539
SRR5958096,Musaceae,root,other,Below,Vegetative,59.62131982553005,-56.68978918117435
SRR4292572,Musaceae,leaf,cold,Above,Vegetative,40.34917227162354,2.1390174891821747
SRR4292573,Musaceae,leaf,cold,Above,Vegetative,43.14395384092849,2.916849932749373
SRR4292574,Musaceae,leaf,healthy,Above,Vegetative,47.495415908488724,18.570600153443706
SRR4292575,Musaceae,leaf,healthy,Above,Vegetative,39.75306062446912,19.16325731435719
SRR4292576,Musaceae,leaf,other,Above,Vegetative,28.927835576044764,3.624766299237455
SRR4292578,Musaceae,leaf,other,Above,Vegetative,37.92179636800802,6.355925606415576
SRR4292579,Musaceae,leaf,salt,Above,Vegetative,28.82776527845188,13.67254234043262
SRR4292580,Musaceae,leaf,salt,Above,Vegetative,27.207858932011625,16.26959638914886
SRR4292581,Musaceae,leaf,healthy,Above,Vegetative,37.70635194105306,6.911855952432645
SRR4292582,Musaceae,leaf,healthy,Above,Vegetative,45.49149534020431,7.051898604929997
SRR4292584,Musaceae,leaf,other,Above,Vegetative,13.991686940894294,-14.157017799890587
SRR4292585,Musaceae,leaf,other,Above,Vegetative,32.65208925435759,-9.891710717675297
SRR4292586,Musaceae,leaf,salt,Above,Vegetative,29.5946533987567,5.1533186688089705
SRR4292587,Musaceae,leaf,salt,Above,Vegetative,21.851642524876027,3.4781450081506797
SRR4292588,Musaceae,leaf,cold,Above,Vegetative,32.82255543319391,3.5179362970267443
SRR4292589,Musaceae,leaf,cold,Above,Vegetative,33.940400450692216,1.7422336797299909
SRR3474213,Musaceae,leaf,healthy,Above,Vegetative,55.10450773707701,40.041410801226505
SRR3481070,Musaceae,leaf,heat,Above,Vegetative,124.60490190240415,41.25963963891921
SRR3484437,Musaceae,leaf,heat,Above,Vegetative,32.596372341406024,21.105869696276553
SRR3499227,Musaceae,leaf,heat,Above,Vegetative,79.76533625151126,34.47561970243886
SRR3499241,Musaceae,leaf,heat,Above,Vegetative,53.71759617488967,45.040988510074406
SRR3509294,Musaceae,leaf,heat,Above,Vegetative,63.6732810361068,36.6455772914847
SRR1582384,Musaceae,leaf,cold,Above,Vegetative,152.82828756903191,43.47959719023639
SRR1582385,Musaceae,leaf,cold,Above,Vegetative,164.28956839204102,39.76341965296547
SRR1582386,Musaceae,leaf,healthy,Above,Vegetative,166.22656712738157,41.95815746957673
SRR1582387,Musaceae,leaf,healthy,Above,Vegetative,159.71803065782504,44.54692560255033
SRR1582388,Musaceae,leaf,cold,Above,Vegetative,172.18849239724094,38.7124234855874
SRR1582389,Musaceae,leaf,cold,Above,Vegetative,182.70457417350104,38.31233502774071
SRR1339902,Musaceae,root,salt,Below,Vegetative,37.95018035661546,-61.89128059340745
SRR1339507,Musaceae,root,healthy,Below,Vegetative,47.55032417844505,-61.79425133204574
SRR8661622,Musaceae,root,healthy,Below,Vegetative,28.94968894473404,-62.39096971853763
SRR8661623,Musaceae,root,healthy,Below,Vegetative,34.12073695336477,-61.45800239258405
SRR8661624,Musaceae,root,healthy,Below,Vegetative,48.67767439171236,-57.05188204735601
SRR8661625,Musaceae,root,healthy,Below,Vegetative,41.34204803463052,-59.97794439092734
SRR8661636,Musaceae,root,healthy,Below,Vegetative,25.266742132684396,-63.95879967100793
SRR8661637,Musaceae,root,healthy,Below,Vegetative,44.54623935660598,-57.99299280553097
SRR8661626,Musaceae,root,healthy,Below,Vegetative,43.73422793319049,-62.518830713785015
SRR8661627,Musaceae,root,healthy,Below,Vegetative,41.252870114546106,-60.39057754777293
SRR8661634,Musaceae,root,healthy,Below,Vegetative,33.155093983726665,-61.01970900413389
SRR8661628,Musaceae,root,biotic,Below,Vegetative,58.60368184357203,-60.306978512464234
SRR8661629,Musaceae,root,biotic,Below,Vegetative,43.811522948242164,-61.903053866679244
SRR8661631,Musaceae,root,biotic,Below,Vegetative,29.130656563518105,-65.72306098495254
SRR8661630,Musaceae,root,biotic,Below,Vegetative,29.644921273073276,-67.82285464267682
SRR8661632,Musaceae,root,biotic,Below,Vegetative,39.94923169849178,-63.727520959357896
SRR8661633,Musaceae,root,biotic,Below,Vegetative,76.31192315540115,-57.76924464448088
SRR8661635,Musaceae,root,healthy,Below,Vegetative,39.93908636353193,-60.862503650398104
SRR8661644,Musaceae,root,healthy,Below,Vegetative,39.23592176328072,-60.5051063086937
SRR8661645,Musaceae,root,healthy,Below,Vegetative,24.570167308251182,-68.19990313634025
SRR8661638,Musaceae,root,biotic,Below,Vegetative,33.22501231008716,-65.97644404253369
SRR8661639,Musaceae,root,biotic,Below,Vegetative,33.917377215622885,-66.13765003933075
SRR8661641,Musaceae,root,biotic,Below,Vegetative,34.27374881413062,-65.71378777963076
SRR8661640,Musaceae,root,biotic,Below,Vegetative,42.58469367364665,-64.77571231459972
SRR8661642,Musaceae,root,biotic,Below,Vegetative,44.93202019648386,-64.33287326240296
SRR8661643,Musaceae,root,biotic,Below,Vegetative,47.05286649150196,-60.91199620161837
SRR12223529,Rosaceae,root,healthy,Below,Vegetative,32.7847603553589,-70.06416320130289
SRR12223530,Rosaceae,root,healthy,Below,Vegetative,1.8026553710065094,-78.47744138693785
SRR12223531,Rosaceae,root,healthy,Below,Vegetative,26.906514364731397,-77.4021648974748
SRR12223525,Rosaceae,root,salt,Below,Vegetative,32.2859683151591,-75.19573918694861
SRR12223526,Rosaceae,root,salt,Below,Vegetative,29.357448190513157,-69.89717381405882
SRR12223527,Rosaceae,root,salt,Below,Vegetative,26.681911655827346,-68.56856079338034
SRR12223522,Rosaceae,root,salt,Below,Vegetative,13.209972593331138,-76.14419469910028
SRR12223523,Rosaceae,root,salt,Below,Vegetative,6.107700610124254,-77.21399479439363
SRR12223524,Rosaceae,root,salt,Below,Vegetative,8.271033554195073,-75.90647512135845
SRR12223519,Rosaceae,root,salt,Below,Vegetative,17.223119652727352,-73.51596169173712
SRR12223520,Rosaceae,root,salt,Below,Vegetative,18.903222743021626,-72.47610457848572
SRR12223521,Rosaceae,root,salt,Below,Vegetative,25.9080980911457,-69.7093979720133
SRR3744950,Rosaceae,root,other,Below,Vegetative,137.6533744747416,-42.81909158553386
SRR3744951,Rosaceae,root,other,Below,Vegetative,136.46415805681667,-41.858046231913185
SRR3744952,Rosaceae,root,healthy,Below,Vegetative,138.92017654963956,-41.7655508909536
SRR3744953,Rosaceae,root,healthy,Below,Vegetative,135.46810192205947,-41.510597122228425
SRR3629818,Euphorbiaceae,leaf,healthy,Above,Vegetative,118.99676545361167,14.922932601213297
SRR3629835,Euphorbiaceae,leaf,healthy,Above,Vegetative,115.75664860430047,12.53339505742953
SRR3629853,Euphorbiaceae,leaf,healthy,Above,Vegetative,121.60652176144902,15.36617553658607
SRR3629819,Euphorbiaceae,leaf,healthy,Above,Vegetative,105.87932197458227,2.3438271740503236
SRR3629837,Euphorbiaceae,leaf,healthy,Above,Vegetative,107.33692393776172,-0.721146958020259
SRR3629854,Euphorbiaceae,leaf,healthy,Above,Vegetative,107.97763597354114,1.4605318624193313
SRR3629821,Euphorbiaceae,other,healthy,Other,Other,112.41428389180635,-22.590985806872197
SRR3629838,Euphorbiaceae,other,healthy,Other,Other,104.18706891957159,-26.643299288516424
SRR3629856,Euphorbiaceae,other,healthy,Other,Other,113.03576942240343,-25.462906259836622
SRR3629822,Euphorbiaceae,other,healthy,Other,Other,92.17529010938361,-29.03566943644359
SRR3629840,Euphorbiaceae,other,healthy,Other,Other,91.91151238301208,-26.66700111292616
SRR3629858,Euphorbiaceae,other,healthy,Other,Other,93.10817433276917,-31.146143295555888
SRR3629824,Euphorbiaceae,stem,healthy,Above,Vegetative,114.16815373794884,-22.131858865980494
SRR3629842,Euphorbiaceae,stem,healthy,Above,Vegetative,117.48250752420012,-22.87376586281377
SRR3629859,Euphorbiaceae,stem,healthy,Above,Vegetative,115.69793149347538,-23.4223387860768
SRR3629825,Euphorbiaceae,root,healthy,Below,Vegetative,134.0242692120851,-38.92414089365019
SRR3629843,Euphorbiaceae,root,healthy,Below,Vegetative,143.65396480268424,-38.32543889171967
SRR3629827,Euphorbiaceae,root,healthy,Below,Vegetative,109.76758993052928,-50.979598339583156
SRR3629845,Euphorbiaceae,root,healthy,Below,Vegetative,107.20168385089164,-52.446006240995715
SRR3629861,Euphorbiaceae,root,healthy,Below,Vegetative,107.87287832670168,-53.12078330051449
SRR3629829,Euphorbiaceae,other,healthy,Other,Other,95.15151171872324,-54.665814534654785
SRR3629847,Euphorbiaceae,other,healthy,Other,Other,95.39104845879747,-55.50479816995512
SRR3629862,Euphorbiaceae,other,healthy,Other,Other,96.26195566981,-54.60811574297432
SRR3629830,Euphorbiaceae,other,healthy,Other,Other,100.2636432897959,-50.30022419394866
SRR3629848,Euphorbiaceae,other,healthy,Other,Other,99.36521843199992,-50.77466536334998
SRR3629864,Euphorbiaceae,other,healthy,Other,Other,100.03053632005754,-50.1779438047458
SRR3629832,Euphorbiaceae,stem,healthy,Above,Vegetative,100.53097573445864,-39.840214471025966
SRR3629850,Euphorbiaceae,stem,healthy,Above,Vegetative,105.37152141691767,-39.787898967675346
SRR3629865,Euphorbiaceae,stem,healthy,Above,Vegetative,103.63916750726294,-40.847977773541274
SRR3629834,Euphorbiaceae,stem,healthy,Above,Vegetative,121.49387335341494,-55.402731699772254
SRR3629851,Euphorbiaceae,stem,healthy,Above,Vegetative,121.93029170630983,-57.00832830379189
SRR3629867,Euphorbiaceae,stem,healthy,Above,Vegetative,125.49770090400868,-55.11451261735907
SRR5140222,Euphorbiaceae,leaf,healthy,Above,Vegetative,126.49146013010255,-3.3718488577583714
SRR5140223,Euphorbiaceae,stem,healthy,Above,Vegetative,120.4619495966454,-19.509610043479196
SRR5140224,Euphorbiaceae,root,healthy,Below,Vegetative,173.11720791503717,-31.05905190523689
SRR5140225,Euphorbiaceae,leaf,healthy,Above,Vegetative,127.59532113009138,9.060539168151276
SRR5140226,Euphorbiaceae,root,healthy,Below,Vegetative,156.3008653485198,-30.85003723044843
SRR5140227,Euphorbiaceae,root,healthy,Below,Vegetative,155.898672917427,-36.2755543929456
SRR5140228,Euphorbiaceae,root,healthy,Below,Vegetative,159.2828415583992,-34.5311694995826
SRR5140229,Euphorbiaceae,stem,healthy,Above,Vegetative,158.52442050506724,-17.09299814346964
SRR5140230,Euphorbiaceae,leaf,healthy,Above,Vegetative,166.21492524029713,10.232106544098396
SRR5140231,Euphorbiaceae,root,healthy,Below,Vegetative,143.25458490889227,-30.126140861489667
SRR5140232,Euphorbiaceae,root,healthy,Below,Vegetative,164.52763036962074,-27.417383236860587
SRR5140233,Euphorbiaceae,root,healthy,Below,Vegetative,174.55259199967293,-25.366485116522973
SRR5140234,Euphorbiaceae,leaf,healthy,Above,Vegetative,134.83819479704133,5.26323909718747
SRR5140235,Euphorbiaceae,leaf,other,Above,Vegetative,130.56135320488775,3.4736637131342567
SRR5140236,Euphorbiaceae,leaf,other,Above,Vegetative,145.42345984703422,1.343002437990445
SRR5140237,Euphorbiaceae,leaf,healthy,Above,Vegetative,150.33812333860956,12.50851357776571
SRR5140238,Euphorbiaceae,leaf,other,Above,Vegetative,136.88685179027587,8.51074088575843
SRR5140239,Euphorbiaceae,leaf,other,Above,Vegetative,156.92971348570637,9.332220417642604
SRR5140240,Euphorbiaceae,leaf,healthy,Above,Vegetative,133.83209027265593,3.468711733571566
SRR5140241,Euphorbiaceae,leaf,other,Above,Vegetative,137.47455719533653,5.819998636387647
SRR5140242,Euphorbiaceae,leaf,other,Above,Vegetative,136.22844971388918,3.675892569986131
SRR5140243,Euphorbiaceae,root,other,Below,Vegetative,137.10776189953793,-47.855379292920034
SRR5140244,Euphorbiaceae,root,other,Below,Vegetative,140.82640106937072,-40.57161287549992
SRR5140245,Euphorbiaceae,root,other,Below,Vegetative,140.47573846751808,-40.632612880473395
SRR13313987,Euphorbiaceae,leaf,other,Above,Vegetative,107.25498051014851,-2.5211302103226996
SRR13313988,Euphorbiaceae,leaf,other,Above,Vegetative,114.89481689435115,-8.192319717274227
SRR13313989,Euphorbiaceae,leaf,other,Above,Vegetative,129.09748761905982,-13.506269537917671
SRR13313990,Euphorbiaceae,leaf,biotic,Above,Vegetative,102.34752800487598,1.0939698810768952
SRR13313991,Euphorbiaceae,leaf,biotic,Above,Vegetative,133.28259557426307,-1.1538892689733267
SRR13313992,Euphorbiaceae,leaf,biotic,Above,Vegetative,106.88580289279756,2.4333004191903806
SRR13313993,Euphorbiaceae,leaf,biotic,Above,Vegetative,110.32460783874956,1.1884979038158145
SRR13313994,Euphorbiaceae,leaf,biotic,Above,Vegetative,114.33660387035246,-2.442959357108709
SRR13313995,Euphorbiaceae,leaf,biotic,Above,Vegetative,111.67442919295932,-6.877821472917338
SRR1594297,Euphorbiaceae,leaf,healthy,Above,Vegetative,139.64931746669888,0.15318897863151595
SRR1594324,Euphorbiaceae,leaf,healthy,Above,Vegetative,128.0201518899034,-11.763691772341495
SRR1594342,Euphorbiaceae,leaf,healthy,Above,Vegetative,118.92610089337086,-25.07642245686292
SRR1594298,Euphorbiaceae,leaf,healthy,Above,Vegetative,116.77721456102364,-25.87112496305732
SRR1594325,Euphorbiaceae,leaf,healthy,Above,Vegetative,126.51333629351811,-7.412627840564848
SRR1594343,Euphorbiaceae,leaf,healthy,Above,Vegetative,124.05987528823621,-12.154304130288226
SRR1594299,Euphorbiaceae,leaf,healthy,Above,Vegetative,158.87910072569392,10.619159347293959
SRR1594326,Euphorbiaceae,leaf,healthy,Above,Vegetative,151.53331329948918,6.769979560517721
SRR1594344,Euphorbiaceae,leaf,healthy,Above,Vegetative,152.86995629741597,8.963295339077357
SRR1594300,Euphorbiaceae,leaf,healthy,Above,Vegetative,159.87283795866,14.527706862284363
SRR1594327,Euphorbiaceae,leaf,healthy,Above,Vegetative,164.21945327180975,14.586004124575574
SRR1594345,Euphorbiaceae,leaf,healthy,Above,Vegetative,159.1126952364972,13.61235743816431
SRR1594301,Euphorbiaceae,leaf,healthy,Above,Vegetative,146.3814971771739,11.611651668771573
SRR1594328,Euphorbiaceae,leaf,healthy,Above,Vegetative,148.179653363272,12.290630600950514
SRR1594346,Euphorbiaceae,leaf,healthy,Above,Vegetative,159.71463941983558,13.78041580857536
SRR1594302,Euphorbiaceae,leaf,healthy,Above,Vegetative,150.1712850413871,13.160801110889562
SRR1594329,Euphorbiaceae,leaf,healthy,Above,Vegetative,151.0200237366751,13.048060597062658
SRR1594347,Euphorbiaceae,leaf,healthy,Above,Vegetative,152.82275957363748,10.984849854724507
SRR1594303,Euphorbiaceae,leaf,healthy,Above,Vegetative,154.27285141870968,16.005459576364153
SRR1594330,Euphorbiaceae,leaf,healthy,Above,Vegetative,149.7762614552604,12.416251888961293
SRR1594348,Euphorbiaceae,leaf,healthy,Above,Vegetative,147.71363328611613,12.142045664595164
SRR1594304,Euphorbiaceae,leaf,healthy,Above,Vegetative,153.77145951789356,16.6126601197505
SRR1594331,Euphorbiaceae,leaf,healthy,Above,Vegetative,151.8070484861892,12.94628948891542
SRR1594349,Euphorbiaceae,leaf,healthy,Above,Vegetative,151.84923935803627,14.70908886265251
SRR1594305,Euphorbiaceae,leaf,healthy,Above,Vegetative,141.8510484725678,6.854058457709879
SRR1594332,Euphorbiaceae,leaf,healthy,Above,Vegetative,149.724923786583,14.470984429189606
SRR1594350,Euphorbiaceae,leaf,healthy,Above,Vegetative,150.18367415576932,14.034095937620773
SRR1594306,Euphorbiaceae,leaf,light,Above,Vegetative,139.68236838683626,-21.10818907731861
SRR1594315,Euphorbiaceae,leaf,light,Above,Vegetative,120.2550800708957,-24.20429705196394
SRR1594333,Euphorbiaceae,leaf,light,Above,Vegetative,114.85034581383758,-23.56573901117228
SRR1594307,Euphorbiaceae,leaf,light,Above,Vegetative,137.3414128050394,-4.959030970997707
SRR1594316,Euphorbiaceae,leaf,light,Above,Vegetative,123.90690002072638,-11.967504091264376
SRR1594334,Euphorbiaceae,leaf,light,Above,Vegetative,125.87450878147317,-6.360466159407364
SRR1594308,Euphorbiaceae,leaf,light,Above,Vegetative,170.2275650170281,15.036275536004483
SRR1594317,Euphorbiaceae,leaf,light,Above,Vegetative,165.78516651983944,13.804762177657649
SRR1594335,Euphorbiaceae,leaf,light,Above,Vegetative,160.54087869271672,14.474647437946716
SRR1594309,Euphorbiaceae,leaf,light,Above,Vegetative,180.24972684851951,15.20721019143666
SRR1594318,Euphorbiaceae,leaf,light,Above,Vegetative,164.15207346694655,17.577704377095788
SRR1594336,Euphorbiaceae,leaf,light,Above,Vegetative,161.01425713299426,16.39740148111238
SRR1594310,Euphorbiaceae,leaf,light,Above,Vegetative,166.04355139328658,14.747715589398428
SRR1594319,Euphorbiaceae,leaf,light,Above,Vegetative,161.90522134513392,16.356395444641663
SRR1594337,Euphorbiaceae,leaf,light,Above,Vegetative,156.93264204814804,15.13737175461588
SRR1594311,Euphorbiaceae,leaf,light,Above,Vegetative,160.84962915242028,14.023812547383024
SRR1594320,Euphorbiaceae,leaf,light,Above,Vegetative,154.569912182745,14.21107084753434
SRR1594338,Euphorbiaceae,leaf,light,Above,Vegetative,148.35713490422998,12.42913333516656
SRR1594312,Euphorbiaceae,leaf,light,Above,Vegetative,162.79023222071635,14.699803245143475
SRR1594321,Euphorbiaceae,leaf,light,Above,Vegetative,154.52055318417752,15.601538317343193
SRR1594339,Euphorbiaceae,leaf,light,Above,Vegetative,148.21353412196595,12.259845796742967
SRR1594313,Euphorbiaceae,leaf,light,Above,Vegetative,164.21289624711466,14.02579542759663
SRR1594322,Euphorbiaceae,leaf,light,Above,Vegetative,153.04021580613204,15.075406496012077
SRR1594340,Euphorbiaceae,leaf,light,Above,Vegetative,144.60029761709083,12.225631255913749
SRR1594314,Euphorbiaceae,leaf,light,Above,Vegetative,167.53325599284958,13.712159396407515
SRR1594323,Euphorbiaceae,leaf,light,Above,Vegetative,159.2618983189254,13.711511930964736
SRR1594341,Euphorbiaceae,leaf,light,Above,Vegetative,142.3861467668049,11.414568879617507
SRR350520,Fabaceae,root,healthy,Below,Vegetative,70.02797515622827,-57.065014229162706
SRR350519,Fabaceae,flower,healthy,Above,Reproductive,9.130726158208338,-11.332054669859623
SRR349692,Fabaceae,flower,healthy,Above,Reproductive,11.715364595837599,-2.6424508418401977
SRR350538,Fabaceae,flower,healthy,Above,Reproductive,9.75002887004872,-2.2093309382270387
SRR350518,Fabaceae,leaf,healthy,Above,Vegetative,66.9436585297992,47.42540380428371
SRR350521,Fabaceae,seed,healthy,WholePlant,Reproductive,80.31414776604302,-6.925980220875246
SRR350517,Fabaceae,root,healthy,Below,Vegetative,150.1463840854809,-45.40796384373933
SRR299098,Solanaceae,leaf,other,Above,Vegetative,114.5757824126767,20.100464336357213
SRR6471192,Solanaceae,leaf,healthy,Above,Vegetative,137.9363707643988,39.22302605594874
SRR6471191,Solanaceae,leaf,healthy,Above,Vegetative,142.77283979253673,41.85296397356263
SRR6471184,Solanaceae,leaf,healthy,Above,Vegetative,146.28822400198638,41.03873841939027
SRR6471190,Solanaceae,leaf,healthy,Above,Vegetative,113.53241857827953,30.98790854957552
SRR6471189,Solanaceae,leaf,healthy,Above,Vegetative,109.24017902593565,25.918957208454707
SRR6471187,Solanaceae,leaf,healthy,Above,Vegetative,110.22305349767024,31.324665576660493
SRR6471188,Solanaceae,leaf,healthy,Above,Vegetative,104.8135055314901,29.121412973771413
SRR6471186,Solanaceae,leaf,healthy,Above,Vegetative,109.5677181298462,29.780315132300224
SRR6471185,Solanaceae,leaf,healthy,Above,Vegetative,129.56284138377862,29.98816302479535
SRR6471183,Solanaceae,leaf,cold,Above,Vegetative,139.18305378306434,34.32473618888039
SRR6471181,Solanaceae,leaf,cold,Above,Vegetative,123.06427319922479,25.795617776948493
SRR6471180,Solanaceae,leaf,cold,Above,Vegetative,114.60132722081164,17.47094565616655
SRR6471182,Solanaceae,leaf,cold,Above,Vegetative,110.52279626310573,20.13341223999026
SRR6471179,Solanaceae,leaf,cold,Above,Vegetative,111.04553204719392,17.935372952995642
SRR6471178,Solanaceae,leaf,cold,Above,Vegetative,127.17581128704245,27.06053277008283
SRR5205593,Solanaceae,leaf,cold,Above,Vegetative,101.65793289810556,6.5307000644318585
SRR5205592,Solanaceae,leaf,cold,Above,Vegetative,112.63790114173817,17.295885913929308
SRR5205591,Solanaceae,leaf,healthy,Above,Vegetative,92.44971828482663,11.823936970725756
SRR5205590,Solanaceae,leaf,healthy,Above,Vegetative,86.47235119978372,9.620455169692004
SRR5205597,Solanaceae,leaf,cold,Above,Vegetative,103.37086582206092,9.182373905893641
SRR5205596,Solanaceae,leaf,cold,Above,Vegetative,112.87016464266017,6.808893880048884
SRR5205595,Solanaceae,leaf,healthy,Above,Vegetative,87.29109783414798,7.15635205480604
SRR5205594,Solanaceae,leaf,healthy,Above,Vegetative,86.78010225570677,9.45061088802338
SRR955772,Solanaceae,leaf,healthy,Above,Vegetative,71.65128288500071,6.484034375143967
SRR955773,Solanaceae,leaf,healthy,Above,Vegetative,88.00804668824755,27.381012871444522
SRR955774,Solanaceae,leaf,healthy,Above,Vegetative,89.3621803463324,27.10914586278657
SRR955776,Solanaceae,root,healthy,Below,Vegetative,81.85314312082504,-54.992590688260485
SRR955777,Solanaceae,root,healthy,Below,Vegetative,88.00417682664113,-55.031574339827586
SRR955778,Solanaceae,root,healthy,Below,Vegetative,90.02442698620986,-54.08118840150105
SRR955761,Solanaceae,leaf,healthy,Above,Vegetative,69.48327239894942,8.304303745355835
SRR955762,Solanaceae,leaf,healthy,Above,Vegetative,77.77097389389029,11.709600487612795
SRR955763,Solanaceae,leaf,healthy,Above,Vegetative,69.2829856100254,11.286986740574598
SRR955765,Solanaceae,root,healthy,Below,Vegetative,96.99794252239552,-52.82514370740786
SRR955766,Solanaceae,root,healthy,Below,Vegetative,82.09316612615126,-55.862686211387484
SRR955767,Solanaceae,root,healthy,Below,Vegetative,92.58094985321674,-54.947420548057
SRR1199063,Solanaceae,fruit,healthy,Above,Reproductive,119.83689168749792,-46.27839234485945
SRR1199066,Solanaceae,fruit,healthy,Above,Reproductive,120.27401430764883,-46.06917956987652
SRR1199068,Solanaceae,fruit,healthy,Above,Reproductive,125.3768214386993,-43.70035012108881
SRR1199069,Solanaceae,flower,healthy,Above,Reproductive,71.68319453675382,-23.365155890635695
SRR1199070,Solanaceae,flower,healthy,Above,Reproductive,90.94923315685874,-7.2562844554398005
SRR1199071,Solanaceae,flower,healthy,Above,Reproductive,73.2273095990298,-19.692444110860386
SRR1199072,Solanaceae,leaf,healthy,Above,Vegetative,94.50800293390219,34.384585468443426
SRR1199073,Solanaceae,leaf,healthy,Above,Vegetative,80.0427099153214,29.84854965480063
SRR1199074,Solanaceae,leaf,healthy,Above,Vegetative,80.45745504039508,29.307817512980172
SRR1199121,Solanaceae,root,healthy,Below,Vegetative,106.7651556743808,-58.97236016526343
SRR1199122,Solanaceae,root,healthy,Below,Vegetative,83.4283399968583,-61.876326792244754
SRR1199123,Solanaceae,root,healthy,Below,Vegetative,98.39784303599755,-58.933262538043586
SRR1199124,Solanaceae,flower,healthy,Above,Reproductive,107.11244659558696,-9.31175801487732
SRR1199125,Solanaceae,flower,healthy,Above,Reproductive,90.53012195725239,-5.310108061658318
SRR1199127,Solanaceae,leaf,healthy,Above,Vegetative,70.53281096669123,9.937294202430122
SRR1199128,Solanaceae,leaf,healthy,Above,Vegetative,80.8685498440926,25.076660241045612
SRR1199129,Solanaceae,leaf,healthy,Above,Vegetative,96.45423928169117,25.237418185243605
SRR1199130,Solanaceae,stem,healthy,Above,Vegetative,105.85024286917196,-10.673678117382515
SRR1199132,Solanaceae,stem,healthy,Above,Vegetative,97.61965442232528,-15.693590944015423
SRR1199135,Solanaceae,stem,healthy,Above,Vegetative,85.0748267056891,-22.611370749586886
SRR1199197,Solanaceae,flower,healthy,Above,Reproductive,66.36944412790723,-21.920285194405935
SRR1199198,Solanaceae,flower,healthy,Above,Reproductive,71.94122835995427,-9.360693675994522
SRR1199199,Solanaceae,flower,healthy,Above,Reproductive,71.27150127760598,-14.112641968159565
SRR1199200,Solanaceae,leaf,healthy,Above,Vegetative,93.46908288256571,33.43904416036001
SRR1199202,Solanaceae,leaf,healthy,Above,Vegetative,97.43811924262945,34.03794579406421
SRR1199203,Solanaceae,leaf,healthy,Above,Vegetative,86.40234924131359,29.84444073312698
SRR4473639,Oleaceae,leaf,healthy,Above,Vegetative,9.77401915324142,-26.687631209652334
SRR4473641,Oleaceae,fruit,healthy,Above,Reproductive,-0.406768429475978,4.913832558136745
SRR4473642,Oleaceae,stem,healthy,Above,Vegetative,6.304466543977652,-30.756897073591528
SRR4473643,Oleaceae,stem,healthy,Above,Vegetative,-11.932977095425992,-37.321414736434605
SRR4473644,Oleaceae,leaf,healthy,Above,Vegetative,76.06546820589718,-39.1535657867696
SRR4473645,Oleaceae,fruit,healthy,Above,Reproductive,2.2690194372262127,15.587367691120418
SRR4473646,Oleaceae,stem,healthy,Above,Vegetative,32.239623834780204,-30.793744019091918
ERR266227,Poaceae,leaf,salt,Above,Vegetative,76.95139647995117,30.83408137701943
ERR266224,Poaceae,leaf,salt,Above,Vegetative,89.75152005146586,32.184912692522836
ERR266221,Poaceae,leaf,salt,Above,Vegetative,79.28738725327644,29.68689358911767
ERR266222,Poaceae,leaf,healthy,Above,Vegetative,84.74868373031651,34.18052200539708
ERR266225,Poaceae,leaf,healthy,Above,Vegetative,79.8810289223801,29.002265861277564
ERR266234,Poaceae,leaf,healthy,Above,Vegetative,79.77707910830328,29.395625129169794
ERR266232,Poaceae,leaf,healthy,Above,Vegetative,75.58022249987704,30.46438010444208
ERR266238,Poaceae,leaf,salt,Above,Vegetative,71.90276003157793,23.041319316060466
ERR266226,Poaceae,leaf,salt,Above,Vegetative,73.65837191387243,24.42688149183358
ERR266231,Poaceae,leaf,salt,Above,Vegetative,94.39721853994438,31.646557034534762
ERR266233,Poaceae,leaf,healthy,Above,Vegetative,77.60772556084983,29.658911959862152
ERR266230,Poaceae,leaf,healthy,Above,Vegetative,80.56352283609418,32.39924853085779
ERR266237,Poaceae,leaf,salt,Above,Vegetative,84.05307779372141,32.249372569680894
ERR266236,Poaceae,leaf,salt,Above,Vegetative,89.37214321829798,32.09209813001017
ERR266235,Poaceae,leaf,salt,Above,Vegetative,100.29095039615426,30.563626790666543
ERR348354,Poaceae,other,healthy,Other,Other,62.06825671024129,22.864845666372783
ERR348358,Poaceae,other,healthy,Other,Other,67.87507849431526,23.312214722457067
ERR348361,Poaceae,other,healthy,Other,Other,72.01542601804606,22.516487196345203
ERR348348,Poaceae,other,healthy,Other,Other,77.58111500754585,29.006049691457005
ERR348362,Poaceae,other,healthy,Other,Other,71.49677103347439,26.405115422640634
ERR348375,Poaceae,other,healthy,Other,Other,75.73997525130623,27.321136136662926
ERR348351,Poaceae,other,healthy,Other,Other,102.5456510308998,29.91841305413069
ERR348368,Poaceae,other,healthy,Other,Other,95.481495872093,21.42003960727362
ERR348371,Poaceae,other,healthy,Other,Other,102.22295523753036,27.104129945223022
ERR348374,Poaceae,other,healthy,Other,Other,71.76876431584085,32.03698378334005
ERR348376,Poaceae,other,healthy,Other,Other,80.47855529647333,33.281508057878504
ERR348347,Poaceae,other,healthy,Other,Other,83.75761694212575,30.952443627864856
ERR348349,Poaceae,other,healthy,Other,Other,83.51044899996744,32.75333224651862
ERR348367,Poaceae,other,healthy,Other,Other,87.91567965158632,31.812449967131673
ERR348359,Poaceae,other,salt,Other,Other,71.89368837682447,25.643760032210917
ERR348360,Poaceae,other,salt,Other,Other,80.50400066404261,25.42674624785177
